merchant_id,merchant_name,mcc,merchant_category,business_type,city,state,onboarding_date,settlement_account,merchant_status,declared_avg_ticket_size,merchant_id_category,onboarding_date_status,settlement_account_status,merchant_status_status,ticket_size_status
MCH6776,"Khanna, Kadakia And Hans",5942,Books & Stationery,Partnership,Jalandhar,Punjab,2024-12-16,,Active,7527.28,Found Duplicate,present,MISSING,PROVIDED,PROVIDED
MCH9963,Mahajan And S0Ns,5942,Books & Stationery,Partnership,Jaipur,Rajasthan,2025-01-19,7503956758,Active,7342.46,Unique,present,VALID_NUMERIC,PROVIDED,PROVIDED
MCH8146,Bath Purohit,5942,Books & Stationery,Sole Proprietorship,Delhi,Delhi,2025-04-28,XXXX1421,Active,5566.64,Unique,present,MASKED,PROVIDED,PROVIDED
MCH9121,Divan Char,5942,Books & Stationery,Partnership,Amritsar,Punjab,2025-02-18,YDYC9354203967320,Inactive,339.98,Unique,present,ALPHANUMERIC_IBAN,PROVIDED,PROVIDED
MCH2250,Borra And Sons,5942,Books & Stationery,Individual,Hyderabad,Telangana,2024-07-18,XXXX4935,Active,975.635,Found Duplicate,present,MASKED,PROVIDED,MISSING_OR_INVALID
MCH8268,Krishnamurthy Chopra,5942,Books & Stationery,Private Limited,Chennai,Tamil Nadu,2025-09-13,9959196450,Active,1218.95,Unique,present,VALID_NUMERIC,PROVIDED,PROVIDED
MCH9560,Kaul Plc,5942,Books & Stationery,Individual,Bengaluru,Karnataka,2024-10-24,XWSA3966243533864,Inactive,735.59,Found Duplicate,present,ALPHANUMERIC_IBAN,PROVIDED,PROVIDED
MCH1934,"Deol,Dugarandparmer",5942,Books & Stationery,Private Limited,Chennai,Tamil Nadu,2025-06-26,,Active,2520.96,Unique,present,MISSING,PROVIDED,PROVIDED
MCH3328,"Narang, Lal And Bhalla",5942,Books & Stationery,Sole Proprietorship,Kolkata,West Bengal,2024-10-20,XXXX6467,Active,3697.78,Found Duplicate,present,MASKED,PROVIDED,PROVIDED
MCH5269,Swaminathan Barman,5942,Books & Stationery,Sole Proprietorship,Pune,Maharashtra,2024-05-04,ZNGO2188869689395,Active,0.526,Found Duplicate,present,ALPHANUMERIC_IBAN,PROVIDED,PROVIDED
MCH3301,Reddy And Sons,5942,Books & Stationery,Partnership,Jaipur,Rajasthan,2023-06-25,5060880178,Active,2571.65,Unique,present,VALID_NUMERIC,PROVIDED,PROVIDED
MCH1865,Chandra Pandey,5942,Books & Stationery,Individual,Pune,Maharashtra,2025-11-15,,Active,3847.74,Unique,present,MISSING,PROVIDED,PROVIDED
MCH6843,Gupta Gr0Up,5942,Books & Stationery,Sole Proprietorship,Jaipur,Rajasthan,,WRES2664733004628,Active,825.48,Found Duplicate,missing,ALPHANUMERIC_IBAN,PROVIDED,PROVIDED
MCH3804,"Pingle, Choudhry And Sastry",5942,Books & Stationery,Sole Proprietorship,Delhi,Delhi,2025-10-13,,Unknown,729.5,Unique,present,MISSING,PROVIDED,PROVIDED
MCH5704,Bhardwaj And Sons,5942,Books & Stationery,Sole Proprietorship,Delhi,Delhi,2024-03-09,XXXX2621,Active,885.73,Found Duplicate,present,MASKED,PROVIDED,PROVIDED
MCH4605,Barad Plc,5942,Books & Stationery,Sole Proprietorship,Pune,Maharashtra,2025-06-02,XXXX1001,Active,5165.18,Unique,present,MASKED,PROVIDED,PROVIDED
MCH9994,"Barad, Lall And Shetty",5942,Books & Stationery,Partnership,Delhi,Delhi,2026-01-13,5940602579,Active,1588.48,Unique,present,VALID_NUMERIC,PROVIDED,PROVIDED
MCH6016,Goda Inc,5942,Books & Stationery,Sole Proprietorship,Kolkata,West Bengal,2025-07-21,FWRQ5490581831729,Active,1254.1,Found Duplicate,present,ALPHANUMERIC_IBAN,PROVIDED,PROVIDED
MCH7204,Thaman Ltd,5942,Books & Stationery,Individual,Jalandhar,Punjab,2023-09-05,,Active,0.937,Unique,present,MISSING,PROVIDED,PROVIDED
MCH9102,Sastry Wali,5942,Books & Stationery,Private Limited,Pune,Maharashtra,2025-06-30,WUTS6822135925592,Unknown,1846.0,Unique,present,ALPHANUMERIC_IBAN,PROVIDED,PROVIDED
MCH8297,Rai And Sons,5942,Books & Stationery,Partnership,Chennai,Tamil Nadu,2024-07-20,EMJO2764357164899,Active,618.85,Found Duplicate,present,ALPHANUMERIC_IBAN,PROVIDED,PROVIDED
MCH5896,Kale Group,5942,Books & Stationery,Individual,Hyderabad,Telangana,2023-07-21,3922466271,Active,533.74,Unique,present,VALID_NUMERIC,PROVIDED,PROVIDED
MCH4090,Panchal Gera,5942,Books & Stationery,Private Limited,Mumbay,Maharashtra,2023-11-23,XXXX0223,Inactive,976.5,Found Duplicate,present,MASKED,PROVIDED,PROVIDED
MCH2223,"Magar, Krishnamurthy And Maharaj",5942,Books & Stationery,Private Limited,Delhi,Delhi,,3527789859,Active,1565.53,Found Duplicate,missing,VALID_NUMERIC,PROVIDED,PROVIDED
MCH1751,"Keer, Dara And Gour",5942,Books & Stationery,Individual,Ludhiana,Punjab,2023-06-29,,Suspended,1719.3,Found Duplicate,present,MISSING,PROVIDED,PROVIDED
MCH3421,"Sandhu, Saxena And Talwar",5942,Books & Stationery,Sole Proprietorship,Delhi,Delhi,,XXXX6543,Suspended,1117.58,Unique,missing,MASKED,PROVIDED,PROVIDED
MCH9984,Samra And Sons,5942,Books & Stationery,Private Limited,Ludhiana,Punjab,2025-02-09,QLUY8246015665493,Active,983.46,Found Duplicate,present,ALPHANUMERIC_IBAN,PROVIDED,PROVIDED
MCH6630,"Kalla, Vyas And Lanka",5942,Books & Stationery,Sole Proprietorship,Jaipur,Rajasthan,,,Active,257.87,Unique,missing,MISSING,PROVIDED,PROVIDED
MCH2142,"Banerjee, Ghose And Parekh",5942,Books & Stationery,Sole Proprietorship,Delhi,Delhi,2024-08-23,VSPN0134800422309,Unknown,3367.02,Unique,present,ALPHANUMERIC_IBAN,PROVIDED,PROVIDED
MCH4530,"Mangal, Sehgal And Vohra",5942,Books & Stationery,Sole Proprietorship,Delhi,Delhi,,,Active,0.4172,Found Duplicate,missing,MISSING,PROVIDED,PROVIDED
MCH9778,"Chandra, Subramanian And Borde",5942,Books & Stationery,Private Limited,Bengaluru,Karnataka,2025-05-20,2832098556,Active,2313.1,Unique,present,VALID_NUMERIC,PROVIDED,PROVIDED
MCH8076,Seshadri Llc,5942,Books & Stationery,Partnership,Jaipur,Rajasthan,2025-02-21,,Inactive,4406.44,Found Duplicate,present,MISSING,PROVIDED,PROVIDED
MCH1651,Kumar Inc,5942,Books & Stationery,Sole Proprietorship,Mumbai,Maharashtra,2024-03-09,XXXX7749,Active,1249.76,Unique,present,MASKED,PROVIDED,PROVIDED
MCH7316,Tak Ltd,5942,Books & Stationery,Sole Proprietorship,Jaipur,Rajasthan,2024-05-26,AICM4314076152252,Active,688.43,Unique,present,ALPHANUMERIC_IBAN,PROVIDED,PROVIDED
MCH3672,Ramaswamy Plc,5942,Books & Stationery,Private Limited,Kolkata,West Bengal,2025-01-24,XXXX8500,Active,9848.33,Found Duplicate,present,MASKED,PROVIDED,PROVIDED
MCH7802,"Kapur, Sarna And Chandra",5942,Books & Stationery,Individual,Ludhiana,Punjab,2023-06-30,,Inactive,9218.28,Found Duplicate,present,MISSING,PROVIDED,PROVIDED
MCH6112,Luthra Grover,5942,Books & Stationery,Partnership,Jaipur,Rajasthan,2024-06-22,,Active,0.1366,Unique,present,MISSING,PROVIDED,PROVIDED
MCH3715,Bansal Inc,5942,Books & Stationery,Individual,Lucknow,Uttar Pradesh,2024-11-27,,Suspended,2025.81,Unique,present,MISSING,PROVIDED,PROVIDED
MCH4909,"Sharaf, Lalla And Rattan",5942,Books & Stationery,Sole Proprietorship,Kolkata,West Bengal,2025-02-16,5725440715,Suspended,650.04,Found Duplicate,present,VALID_NUMERIC,PROVIDED,PROVIDED
MCH4736,Suresh Gola,5942,Books & Stationery,Partnership,Mumbai,Maharashtra,2023-08-24,OCLG6376733151298,Active,885.16,Found Duplicate,present,ALPHANUMERIC_IBAN,PROVIDED,PROVIDED
MCH9744,Walia Inc,5942,Books & Stationery,Sole Proprietorship,Bengaluru,Karnataka,2024-06-24,XXXX8765,Active,574.28,Found Duplicate,present,MASKED,PROVIDED,PROVIDED
MCH2495,Solanki Llc,5942,Books & Stationery,Private Limited,Delhi,Delhi,2023-05-19,8034024153,Unknown,1374.43,Found Duplicate,present,VALID_NUMERIC,PROVIDED,PROVIDED
MCH2067,"Choudhry, Bhalla And Jaggi",5942,Books & Stationery,Individual,Jalandhar,Punjab,2023-03-11,,Inactive,952.93,Found Duplicate,present,MISSING,PROVIDED,PROVIDED
MCH4578,"Pancha1, Ch0Pra And Ma11",5942,Books & Stationery,Private Limited,Chennai,Tamil Nadu,2023-07-22,IFCV0550743259811,Inactive,2039.12,Found Duplicate,present,ALPHANUMERIC_IBAN,PROVIDED,PROVIDED
MCH5710,Karnik Ltd,5942,Books & Stationery,Partnership,Jaipur,Rajasthan,2025-12-24,4751773025,Active,2156.34,Unique,present,VALID_NUMERIC,PROVIDED,PROVIDED
MCH9258,Edwin Inc,5942,Books & Stationery,Partnership,Lucknow,Uttar Pradesh,2024-09-26,0028974564,Active,1647.77,Unique,present,VALID_NUMERIC,PROVIDED,PROVIDED
MCH4031,"Mitra, Bali And Rai",5942,Books & Stationery,Private Limited,Lucknow,Uttar Pradesh,2026-12-01,,Active,9089.26,Unique,present,MISSING,PROVIDED,PROVIDED
MCH4677,"Sethi, Bora And Karpe",5942,Books & Stationery,Individual,Pune,Maharashtra,,,Inactive,5089.5,Unique,missing,MISSING,PROVIDED,PROVIDED
MCH5957,Bose Plc,5942,Books & Stationery,Partnership,Jaipur,Rajasthan,2023-09-22,,Inactive,1309.17,Unique,present,MISSING,PROVIDED,PROVIDED
MCH5135,Swaminathan Kashyap,5942,Books & Stationery,Sole Proprietorship,Mumbay,Maharashtra,2024-01-22,RDNZ1508980329306,Active,727.31,Found Duplicate,present,ALPHANUMERIC_IBAN,PROVIDED,PROVIDED
MCH2154,"Chhabra, Walla And Ramakrishnan",5942,Books & Stationery,Sole Proprietorship,Ludhiana,Punjab,2023-10-28,,Inactive,0.1662,Found Duplicate,present,MISSING,PROVIDED,PROVIDED
MCH3974,"Mishra, Baral And Char",5942,Books & Stationery,Sole Proprietorship,Chennai,Tamil Nadu,2026-02-22,XXXX0042,Suspended,2017.65,Unique,present,MASKED,PROVIDED,PROVIDED
MCH2077,Sahota Inc,5942,Books & Stationery,Partnership,Lucknow,Uttar Pradesh,2024-01-09,BSBT5352705836134,Active,2058.18,Found Duplicate,present,ALPHANUMERIC_IBAN,PROVIDED,PROVIDED
MCH2529,Sheth Pal,5942,Books & Stationery,Individual,Lucknow,Uttar Pradesh,2023-08-23,2709901385,Active,1398.37,Unique,present,VALID_NUMERIC,PROVIDED,PROVIDED
MCH3696,"Pandya, Maharaj And Sundaram",5942,Books & Stationery,Individual,Pune,Maharashtra,2025-07-08,,Suspended,416.04,Unique,present,MISSING,PROVIDED,PROVIDED
MCH8832,Gour Ltd,5942,Books & Stationery,Individual,Pune,Maharashtra,2024-10-19,9524602047,Active,975.635,Found Duplicate,present,VALID_NUMERIC,PROVIDED,MISSING_OR_INVALID
MCH5825,Bhardwaj Sachdeva,5942,Books & Stationery,Partnership,Bengaluru,Karnataka,2024-05-17,,Active,1108.32,Unique,present,MISSING,PROVIDED,PROVIDED
MCH1138,"Shan,Buchandtank",5942,Books & Stationery,Sole Proprietorship,Bengaluru,Karnataka,2024-03-07,XXXX0724,Active,1369.64,Unique,present,MASKED,PROVIDED,PROVIDED
MCH6824,"Talwar, Ramesh And Hora",5942,Books & Stationery,Sole Proprietorship,Bengaluru,Karnataka,2023-09-10,XXXX8796,Active,3249.65,Unique,present,MASKED,PROVIDED,PROVIDED
MCH5036,Buch Inc,5942,Books & Stationery,Partnership,Chennai,Tamil Nadu,2023-02-02,9320708690,Active,1529.39,Found Duplicate,present,VALID_NUMERIC,PROVIDED,PROVIDED
MCH8656,Singh Plc,5942,Books & Stationery,Individual,Bengaluru,Karnataka,2024-06-09,RQTA6882310547982,Active,9885.11,Found Duplicate,present,ALPHANUMERIC_IBAN,PROVIDED,PROVIDED
MCH3705,Vig Ltd,5942,Books & Stationery,Individual,Chennai,Tamil Nadu,,,Unknown,1102.78,Found Duplicate,missing,MISSING,PROVIDED,PROVIDED
MCH6058,Loke Llc,5942,Books & Stationery,Sole Proprietorship,Amritsar,Punjab,,TMOY5327017538734,Active,317.07,Unique,missing,ALPHANUMERIC_IBAN,PROVIDED,PROVIDED
MCH9551,Chaudhry Vaidya,5942,Books & Stationery,Sole Proprietorship,Pune,Maharashtra,2023-04-23,XXXX2092,Active,1013.07,Found Duplicate,present,MASKED,PROVIDED,PROVIDED
MCH7564,"Mahal, Thaman And Dani",5942,Books & Stationery,Sole Proprietorship,Jalandhar,Punjab,2023-12-23,7935535958,Active,503.13,Unique,present,VALID_NUMERIC,PROVIDED,PROVIDED
MCH5235,Palla Inc,5942,Books & Stationery,Partnership,Bengaluru,Karnataka,2024-10-27,,Active,3807.5,Found Duplicate,present,MISSING,PROVIDED,PROVIDED
MCH2435,"Devi, Baral And Chander",5942,Books & Stationery,Sole Proprietorship,Mumbai,Maharashtra,,5760758509,Unknown,717.95,Found Duplicate,missing,VALID_NUMERIC,PROVIDED,PROVIDED
MCH3964,"Bala, Chanda And Loyal",5942,Books & Stationery,Partnership,Jaipur,Rajasthan,2023-09-05,CFOS0283411374388,Inactive,2002.33,Found Duplicate,present,ALPHANUMERIC_IBAN,PROVIDED,PROVIDED
MCH6854,Singh Pandya,5942,Books & Stationery,Partnership,Amritsar,Punjab,2023-07-22,,Active,0.353,Unique,present,MISSING,PROVIDED,PROVIDED
MCH3046,Walla Plc,5942,Books & Stationery,Private Limited,Jalandhar,Punjab,2023-12-03,DJCZ8193007555479,Suspended,6756.54,Unique,present,ALPHANUMERIC_IBAN,PROVIDED,PROVIDED
MCH3353,Sachar Ltd,5942,Books & Stationery,Private Limited,Jalandhar,Punjab,2023-06-06,,Inactive,0.446,Found Duplicate,present,MISSING,PROVIDED,PROVIDED
MCH1540,Dave Llc,5942,Books & Stationery,Sole Proprietorship,Mumbai,Maharashtra,2024-05-21,,Unknown,0.525,Found Duplicate,present,MISSING,PROVIDED,PROVIDED
MCH8795,Basak Bhavsar,5942,Books & Stationery,Sole Proprietorship,Jaipur,Rajasthan,2024-03-15,XXXX0185,Inactive,243.16,Unique,present,MASKED,PROVIDED,PROVIDED
MCH9128,"Vig, Menon And Prabhakar",5942,Books & Stationery,Sole Proprietorship,Delhi,Delhi,2023-08-30,ROAG7230893964425,Active,0.594,Unique,present,ALPHANUMERIC_IBAN,PROVIDED,PROVIDED
MCH1469,"Choudhury, Jani And Ramaswamy",5942,Books & Stationery,Sole Proprietorship,Bengaluru,Karnataka,2025-03-28,XXXX9996,Active,0.416,Unique,present,MASKED,PROVIDED,PROVIDED
MCH9803,Rastogi Ltd,5942,Books & Stationery,Partnership,Jaipur,Rajasthan,2025-01-29,,Unknown,3135.89,Unique,present,MISSING,PROVIDED,PROVIDED
MCH1561,Gera Kota,5942,Books & Stationery,Sole Proprietorship,Jaipur,Rajasthan,2024-06-15,8921681390,Inactive,0.53,Unique,present,VALID_NUMERIC,PROVIDED,PROVIDED
MCH8876,Narayanan And Sons,5942,Books & Stationery,Individual,Bengaluru,Karnataka,2025-12-10,XXXX5207,Inactive,2065.28,Found Duplicate,present,MASKED,PROVIDED,PROVIDED
MCH2993,"Dube, Yadav And Konda",5942,Books & Stationery,Individual,Jaipur,Rajasthan,2025-07-14,WWQW1736251351915,Unknown,2422.76,Unique,present,ALPHANUMERIC_IBAN,PROVIDED,PROVIDED
MCH2684,Barad Jaggi,5942,Books & Stationery,Sole Proprietorship,Delhi,Delhi,2024-04-13,VFSV6228720846838,Active,0.518,Unique,present,ALPHANUMERIC_IBAN,PROVIDED,PROVIDED
MCH8730,Banerjee Kapoor,5942,Books & Stationery,Sole Proprietorship,Amritsar,Punjab,,CQGQ8537716696051,Active,2386.59,Found Duplicate,missing,ALPHANUMERIC_IBAN,PROVIDED,PROVIDED
MCH4495,"Nadig, Gade And Jha",5942,Books & Stationery,Partnership,Hyderabad,Telangana,2024-10-05,,Active,1329.61,Unique,present,MISSING,PROVIDED,PROVIDED
MCH2310,Char Singhal,5942,Books & Stationery,Individual,Jaipur,Rajasthan,2025-09-08,,Active,1253.77,Found Duplicate,present,MISSING,PROVIDED,PROVIDED
MCH7403,"Raval, Hari And Khurana",5942,Books & Stationery,Individual,Chennai,Tamil Nadu,2023-07-12,,Active,697.8,Found Duplicate,present,MISSING,PROVIDED,PROVIDED
MCH7864,"Saini, Yohannan And Tank",5942,Books & Stationery,Individual,Ludhiana,Punjab,,9857461455,Active,1130.3,Found Duplicate,missing,VALID_NUMERIC,PROVIDED,PROVIDED
MCH1840,Chahal And Sons,5942,Books & Stationery,Sole Proprietorship,Ludhiana,Punjab,2026-02-06,XXXX9616,Active,0.764,Unique,present,MASKED,PROVIDED,PROVIDED
MCH8987,Mander Llc,5942,Books & Stationery,Private Limited,Pune,Maharashtra,2024-02-02,7115831556,Active,881.75,Unique,present,VALID_NUMERIC,PROVIDED,PROVIDED
MCH7556,Hayer Saini,5942,Books & Stationery,Individual,Chennai,Tamil Nadu,2024-01-24,,Active,975.635,Unique,present,MISSING,PROVIDED,MISSING_OR_INVALID
MCH3536,Shankar Group,5942,Books & Stationery,Partnership,Kolkata,West Bengal,2024-11-03,,Active,1640.82,Found Duplicate,present,MISSING,PROVIDED,PROVIDED
MCH2360,Bhakta Nazareth,5942,Books & Stationery,Private Limited,Jaipur,Rajasthan,2024-06-21,,Inactive,755.69,Unique,present,MISSING,PROVIDED,PROVIDED
MCH2579,More Inc,5942,Books & Stationery,Partnership,Jaipur,Rajasthan,2024-06-05,,Active,4068.74,Unique,present,MISSING,PROVIDED,PROVIDED
MCH1976,"Mutti, Sastry And Jha",5942,Books & Stationery,Private Limited,Amritsar,Punjab,2023-08-04,,Active,2928.73,Unique,present,MISSING,PROVIDED,PROVIDED
MCH1555,Raj Llc,5942,Books & Stationery,Individual,Pune,Maharashtra,2023-04-23,,Unknown,0.602,Unique,present,MISSING,PROVIDED,PROVIDED
MCH6326,"Barad,Murtyandtella",5942,Books & Stationery,Private Limited,Chennai,Tamil Nadu,2024-06-22,LQXK9607455160094,Active,671.62,Found Duplicate,present,ALPHANUMERIC_IBAN,PROVIDED,PROVIDED
MCH4643,Barad And Sons,5942,Books & Stationery,Individual,Ludhiana,Punjab,2025-05-18,5063903908,Suspended,3490.79,Found Duplicate,present,VALID_NUMERIC,PROVIDED,PROVIDED
MCH1630,Yogi Agate,5942,Books & Stationery,Partnership,Kolkata,West Bengal,2023-10-31,XXXX1041,Active,444.27,Unique,present,MASKED,PROVIDED,PROVIDED
MCH4460,Bumb Plc,5942,Books & Stationery,Private Limited,Chennai,Tamil Nadu,,XXXX4424,Unknown,696.95,Unique,missing,MASKED,PROVIDED,PROVIDED
MCH1358,Bhatia Sekhon,5942,Books & Stationery,Private Limited,Jaipur,Rajasthan,2025-01-05,XXXX4241,Active,1421.8,Found Duplicate,present,MASKED,PROVIDED,PROVIDED
MCH4672,Sandhu Llc,5942,Books & Stationery,Partnership,Bengaluru,Karnataka,,,Active,456.49,Unique,missing,MISSING,PROVIDED,PROVIDED
MCH6837,Oommen Thaker,5942,Books & Stationery,Individual,Jalandhar,Punjab,2025-11-10,6324216769,Active,1750.4,Found Duplicate,present,VALID_NUMERIC,PROVIDED,PROVIDED
MCH1973,"Walia, Khatri And Saha",5942,Books & Stationery,Sole Proprietorship,Lucknow,Uttar Pradesh,2025-11-16,2944514975,Unknown,975.635,Found Duplicate,present,VALID_NUMERIC,PROVIDED,MISSING_OR_INVALID
MCH5277,Kannan Deshmukh,5942,Books & Stationery,Private Limited,Lucknow,Uttar Pradesh,2025-09-26,,Inactive,4638.51,Unique,present,MISSING,PROVIDED,PROVIDED
MCH9298,Jain Ltd,5942,Books & Stationery,Sole Proprietorship,Bengaluru,Karnataka,2024-02-03,XXXX4996,Active,8519.11,Unique,present,MASKED,PROVIDED,PROVIDED
MCH2910,"Anand, Bhatia And Bora",5942,Books & Stationery,Partnership,Pune,Maharashtra,2024-07-27,,Active,759.28,Found Duplicate,present,MISSING,PROVIDED,PROVIDED
MCH7833,"Chopra, Baral And Hayre",5942,Books & Stationery,Sole Proprietorship,Hyderabad,Telangana,2023-02-10,,Suspended,0.648,Unique,present,MISSING,PROVIDED,PROVIDED
MCH9865,Minhas Plc,5942,Books & Stationery,Private Limited,Delhi,Delhi,2025-11-29,,Active,0.334,Unique,present,MISSING,PROVIDED,PROVIDED
MCH3964,"Bala, Chanda And Loyal",5942,Books & Stationery,Partnership,Jaipur,Rajasthan,2023-09-05,CFOS0283411374388,Unknown,2002.33,Found Duplicate,present,ALPHANUMERIC_IBAN,PROVIDED,PROVIDED
MCH3896,"Bansal, Thakkar And Dar",5942,Books & Stationery,Sole Proprietorship,Bengaluru,Karnataka,2023-04-20,HRLW3110428710394,Active,975.635,Unique,present,ALPHANUMERIC_IBAN,PROVIDED,MISSING_OR_INVALID
MCH3513,"Gade, Raghavan And Ben",5942,Books & Stationery,Individual,Chennai,Tamil Nadu,2024-07-21,EGJQ8131249829529,Inactive,1116.95,Unique,present,ALPHANUMERIC_IBAN,PROVIDED,PROVIDED
MCH1349,Verma Rastogi,5942,Books & Stationery,Partnership,Mumbai,Maharashtra,2024-12-30,0030472757,Suspended,1183.3,Found Duplicate,present,VALID_NUMERIC,PROVIDED,PROVIDED
MCH3142,"Dugar, Merchant And Kala",5942,Books & Stationery,Private Limited,Jaipur,Rajasthan,2024-01-01,CUQS1241290775925,Active,619.08,Unique,present,ALPHANUMERIC_IBAN,PROVIDED,PROVIDED
MCH3441,"Naidu, Nayar And Chand",5942,Books & Stationery,Partnership,Ludhiana,Punjab,2023-05-29,1623488849,Active,0.817,Unique,present,VALID_NUMERIC,PROVIDED,PROVIDED
MCH4737,"Aurora, Mallick And Dugar",5942,Books & Stationery,Individual,Jalandhar,Punjab,2024-08-27,XXXX5003,Inactive,0.489,Unique,present,MASKED,PROVIDED,PROVIDED
MCH5169,Kurian Narayan,5942,Books & Stationery,Individual,Jalandhar,Punjab,2024-06-01,7935605737,Active,1621.49,Unique,present,VALID_NUMERIC,PROVIDED,PROVIDED
MCH9276,Bandi Inc,5942,Books & Stationery,Private Limited,Jalandhar,Punjab,,3029302980,Unknown,2777.32,Found Duplicate,missing,VALID_NUMERIC,PROVIDED,PROVIDED
MCH8965,Lal And Sons,5942,Books & Stationery,Sole Proprietorship,Chennai,Tamil Nadu,2025-09-07,,Active,975.635,Found Duplicate,present,MISSING,PROVIDED,MISSING_OR_INVALID
MCH9957,"Choudhury, Doctor And Das",5942,Books & Stationery,Partnership,Jalandhar,Punjab,2023-03-15,XXXX1369,Active,975.635,Found Duplicate,present,MASKED,PROVIDED,MISSING_OR_INVALID
MCH7211,"Apte, Vasa And Batta",5942,Books & Stationery,Sole Proprietorship,Mumbai,Maharashtra,2024-11-18,,Active,0.1841,Found Duplicate,present,MISSING,PROVIDED,PROVIDED
MCH7991,Rastogi Plc,5942,Books & Stationery,Partnership,Mumbay,Maharashtra,,,Active,1076.7,Unique,missing,MISSING,PROVIDED,PROVIDED
MCH8432,Lad Inc,5942,Books & Stationery,Private Limited,Delhi,Delhi,2024-10-07,FRLI9065794513387,Active,394.7,Unique,present,ALPHANUMERIC_IBAN,PROVIDED,PROVIDED
MCH5225,"Bera, Guha And Narayan",5942,Books & Stationery,Individual,Hyderabad,Telangana,2025-08-16,AJUQ5177176562909,Active,975.635,Unique,present,ALPHANUMERIC_IBAN,PROVIDED,MISSING_OR_INVALID
MCH3369,Hans Llc,5942,Books & Stationery,Sole Proprietorship,Mumbay,Maharashtra,,YCNF1081951553349,Active,3188.62,Found Duplicate,missing,ALPHANUMERIC_IBAN,PROVIDED,PROVIDED
MCH6953,Khurana Prabhakar,5942,Books & Stationery,Partnership,Hyderabad,Telangana,2024-03-10,,Unknown,2749.21,Unique,present,MISSING,PROVIDED,PROVIDED
MCH5599,Peri Bhatti,5942,Books & Stationery,Individual,Mumbay,Maharashtra,2023-06-06,,Active,8103.17,Unique,present,MISSING,PROVIDED,PROVIDED
MCH7024,Gandhi Kunda,5942,Books & Stationery,Private Limited,Lucknow,Uttar Pradesh,2024-04-22,,Active,184.56,Unique,present,MISSING,PROVIDED,PROVIDED
MCH4216,Ratta And Sons,5942,Books & Stationery,Partnership,Jalandhar,Punjab,2023-10-07,XXXX5580,Active,1337.5,Unique,present,MASKED,PROVIDED,PROVIDED
MCH7162,"Sankar, Muni And Mandal",5942,Books & Stationery,Sole Proprietorship,Jalandhar,Punjab,2023-01-14,TTSV7753870906383,Active,4267.24,Found Duplicate,present,ALPHANUMERIC_IBAN,PROVIDED,PROVIDED
MCH9266,Nazareth Ltd,5942,Books & Stationery,Sole Proprietorship,Lucknow,Uttar Pradesh,2023-07-07,,Unknown,1049.97,Found Duplicate,present,MISSING,PROVIDED,PROVIDED
MCH7631,Doshi Verma,5942,Books & Stationery,Partnership,Kolkata,West Bengal,2024-01-27,,Active,2548.32,Found Duplicate,present,MISSING,PROVIDED,PROVIDED
MCH4030,Nayar Plc,5942,Books & Stationery,Private Limited,Amritsar,Punjab,2023-02-08,,Unknown,1079.32,Unique,present,MISSING,PROVIDED,PROVIDED
MCH5622,Solanki And Sons,5942,Books & Stationery,Individual,Bengaluru,Karnataka,2023-08-13,4391498742,Active,252.61,Found Duplicate,present,VALID_NUMERIC,PROVIDED,PROVIDED
MCH7252,"Krishnamurthy, Pandit And Mukherjee",5942,Books & Stationery,Sole Proprietorship,Hyderabad,Telangana,2025-08-01,0285621980,Active,1234.51,Unique,present,VALID_NUMERIC,PROVIDED,PROVIDED
MCH8200,Rai Bhargava,5942,Books & Stationery,Sole Proprietorship,Amritsar,Punjab,2023-07-19,,Active,443.44,Unique,present,MISSING,PROVIDED,PROVIDED
MCH4578,Bedi Llc,5942,Books & Stationery,Private Limited,Kolkata,West Bengal,2023-11-29,,Active,0.36,Found Duplicate,present,MISSING,PROVIDED,PROVIDED
MCH8033,Gole Group,5942,Books & Stationery,Private Limited,Jalandhar,Punjab,2025-05-22,3271616033,Active,1372.74,Found Duplicate,present,VALID_NUMERIC,PROVIDED,PROVIDED
MCH9460,"Oza, Balakrishnan And Kapoor",5942,Books & Stationery,Individual,Chennai,Tamil Nadu,,XXXX5842,Active,481.26,Unique,missing,MASKED,PROVIDED,PROVIDED
MCH7659,"Bali, Balan And Ramachandran",5942,Books & Stationery,Partnership,Delhi,Delhi,2023-10-04,XXXX6852,Active,0.1079,Found Duplicate,present,MASKED,PROVIDED,PROVIDED
MCH7185,Krishnamurthy Plc,5942,Books & Stationery,Sole Proprietorship,Jaipur,Rajasthan,2023-03-06,XXXX2381,Inactive,1581.12,Found Duplicate,present,MASKED,PROVIDED,PROVIDED
MCH8865,Wali Yogi,5942,Books & Stationery,Partnership,Pune,Maharashtra,,ADDY9100060907565,Active,0.1783,Unique,missing,ALPHANUMERIC_IBAN,PROVIDED,PROVIDED
MCH9375,"Bhalla, Koshy And Sule",5942,Books & Stationery,Individual,Ludhiana,Punjab,2023-07-28,XXXX7795,Inactive,924.32,Unique,present,MASKED,PROVIDED,PROVIDED
MCH4145,"Dalal, Dass And Vaidya",5942,Books & Stationery,Sole Proprietorship,Pune,Maharashtra,2025-09-16,PZMX8375142166938,Suspended,1294.48,Unique,present,ALPHANUMERIC_IBAN,PROVIDED,PROVIDED
