user_id,full_name,pan,aadhaar,date_of_birth,city,state,monthly_income,occupation,signup_timestamp,kyc_status,risk_segment
47224,VEER MURTHY,LCTPS6530L,XXXX-XXXX-2272,1974/04/20,chennai,Tamil Nadu,23636,Gig Worker,15/04/2025 08:02 PM,Verified,LOW
USR28955,Ekantika Soman,WYQHR5910A,922752154475,04/05/1997,kolkata,West Bengal,"INR 34,323",Self Employed,1743217753,Under Review,High
USR38856,BalhaarPalla,FDFYM 6648 R,0545 4639 5371,1002370056,kolkata,West Bengal,Not Available,Retired,2025/11/01,VERIFIED,Medium
USR86574,jagdish sule,ELXER0071O,656417798038,1967-02-13 20:55:23,HYDERABAD,Telangana,-32088,Self Employed,2024-08-29 12:40:35,Under Review,LOW
USR34095,chakradhar sura,CDHFS7863M,868380555220,,mumbai,Maharashtra,Not Available,Self Employed,2026/02/11,KYC_DONE,Medium
USR-32488,  Parth Acharya  ,zyymh1556r,214513055506,16/06/1982,chennai,Tamil Nadu,"₹22,873",Business Owner,17-Aug-2025,KYC_DONE,unknown
usr28091,Ekanta Venkataraman,,762591636259,02/03/1992,chennai,Tamil Nadu,26370,Farmer,2026-03-07 01:07:06,Done,MEDIUM
usr37454,ANVI YOHANNAN,SOHJW7740L,224355747172,66618052,Calcutta,West Bengal,18186,Student,2026-02-08 22:11:35,VERIFIED,high
USR19208,Janaki Varghese,AXTOI1047G,9349115902225,1996-07-18 23:39:51,Poona,Maharashtra,Not Available,Unemployed,09/11/2024,PENDING,Low
usr_80980,Hemani Sur,DYRT05979X,453854718064,24/05/1999 11:33 AM,delhi,Delhi,30391,Salaried,01/05/2025,IN_PROGRESS,Low
USR-29873,Upma Mahajan,ETLOQ 2037 B,115949058909,130524558,Lucknow,Uttar Pradesh,Not Available,Self Employed,15/12/2024 07:26 AM,Reject,high
USR83741,Irya Balan,SPGVM4515I,749576072382,2002/06/15,Hyd,Telangana,31287,Gig Worker,04-Aug-2025,REJECTED,unknown
USR-46623,vasatika srinivas,GYTZR-6532-R,432826130200,1984-06-18 07:00:26,ASR,Punjab,Not Available,Student,2025-10-14 06:00:54,Done,Low
USR54249,Gauri Suresh,VNIDX1192V,560103976283,30/07/1965,MUMBAI,Maharashtra,24017,Self Employed,1707011459,Verified,medium
USR25157,KIAAN SANDAL,LODIT6879G,759024104200,1992-10-13 05:47:50,Lucknow,Uttar Pradesh,"₹16,320",Self Employed,16/04/2024,KYC_DONE,Low
usr40461,Jeremiah Narayanan,WMNIR3173T,,1999-01-03 19:40:41,lucknow,Uttar Pradesh,30858,Farmer,21/09/2025,Done,Medium
88779,Ridhi Kar,CVQOO3209U,4857-4393-5953,14/04/1994,pune,Maharashtra,26128,Gig Worker,2025/12/30,APPROVED,medium
USR35246,Ekaraj Kibe,PBIZO-2471-E,6353294219,18/04/1988 11:17 PM,lucknow,Uttar Pradesh,24768,Self Employed,2025/05/27,APPROVED,Medium
USR18654,Aarnav Rege,NVYDT8129K,2097 0378 2881,10-17-1970,Hyd,Telangana,38589,Unemployed,,Verified,Low
USR27505,Fitan Arora,kpdsa6364k,,03-24-2004,Amritsar,Punjab,,Student,25/11/2024 05:15 PM,Rejected,High
USR51141,Aarna Andra,HWYWK6048,5787429635,30-Jun-1983,Chennai,Tamil Nadu,13591,Unemployed,19/11/2024 07:35 PM,P,Low
USR-19602,nimrat chada,WWXKM1144,,09-01-1965,Kolkata,West Bengal,15871,Salaried,2025-07-12 04:23:34,Done,Low
USR68260,Chaman Sur,SURTG8649E,867970760616,12-Sep-1963,JPR,Rajasthan,28905,Gig Worker,06-03-2025,REJECTED,LOW
usr_88018,Jalsa Sood,VBQWN8732U,4033-2522-8774,1997/06/01,Pune,Maharashtra,Not Available,Self Employed,1708174018,Done,medium
USR38482,Ranveer Wadhwa,QDMWD-3225-K,995215853550,06/02/1978 04:23 PM,jaipur,Rajasthan,,Unemployed,2024/12/27,Verified,Low
USR97120,Jyoti Sami,UHFGE-3992-R,8682 5477 8653,06/06/1995,Hyderabad,Telangana,"₹11,929",Unemployed,1774152196,VERIFIED,low
USR18806,Mugdha Sha,LCWCR6104E,311700412738,1985/10/31,Delhi,Delhi,,Business Owner,2025-06-16 12:23:53,Verified,medium
USR55739,Pushti Samra,NLHAE7187L,5019 3162 1144,30/11/1968 09:53 PM,Lucknow,Uttar Pradesh,-30451,Student,08/01/2025,Verified,Low
USR97767,Vamakshi Kumer,PIOMG0507B,473608872522,1979-09-13 20:51:22,Poona,Maharashtra,14958,Business Owner,31-Aug-2024,Rejected,LOW
USR40898,Ati Nagi,GCMBL5983Z,1785-3684-8963,,pune,Maharashtra,Not Available,Farmer,07/05/2025,PENDING,Low
USR88271,0dika M0hanty,JCKHY0981N,397577271550,,kolkata,West Bengal,46559,Business Owner,2024-07-30 23:33:12,KYC_DONE,Low
USR99167,Avi Walla,ncdng3154p,6971356827434,05-Jan-1983,kolkata,West Bengal,51622,Unemployed,2025/05/19,FAILED,Low
usr_36090,Nimrat Keer,DYOYY6388I,927066580818,1990-06-22 01:57:29,lucknow,Uttar Pradesh,Not Available,Student,2024-08-30 21:13:45,APPROVED,low
USR65882,KRITIKA KOHLI,IYOYM1867X,715193429616,22/10/1969,Mumbai,Maharashtra,37622,Self Employed,25/07/2024 01:09 AM,Done,LOW
USR97489,Ekaja Khosla,MSBUY7074T,XXXX-XXXX-7352,19/04/2004 11:17 AM,Bombay,Maharashtra,Not Available,Student,16/11/2024 03:01 AM,VERIFIED,Medium
USR93145,Yutika Va1a,LDMCC3304X,6827 8039 0627,2006-03-26 17:44:10,Hyd,Telangana,Not Available,Gig Worker,2024-12-24 20:03:08,APPROVED,low
15999,CHAKRIKA RAJA,WWTSR4753,0860 3665 3366,18/08/1974 08:25 AM,Hyd,Telangana,34293,Freelancer,1737668646,Done,Low
USR84997,  Ria Bhardwaj  ,YXBDK 2196 J,4566 3889 3165,07/06/1990,New Delhi,Delhi,-33808,Farmer,,Reject,MEDIUM
USR71057,  Veda Contractor  ,GHDMK 9451 S,151890477109,1974-04-25 08:29:01,Kolkata,West Bengal,"Rs. 56,086",Business Owner,01-Jul-2024,P,LOW
USR58172,Matthew Aurora,PTHVY9407G,810278192116,1963-10-05 04:38:25,bengaluru,Karnataka,"₹39,950",Unemployed,1752319968,P,unknown
usr_18515,Sai Anand,aipon1575k,3954 3924 7510,09-03-1990,Madras,Tamil Nadu,20204,Student,2025/12/01,Done,medium
USR44731,Anmol Korpal,JKZWT8772Y,3033 1768 4955,2005-11-25 13:32:31,Bombay,Maharashtra,"Rs. 34,811",Business Owner,08-25-2024,KYC_DONE,Medium
27947,Ati Bakshi,CIADF6964T,418712976094,31/12/1996,HYDERABAD,Telangana,"₹13,416",Farmer,06-26-2024,R,Unknown
USR94244,Pavani Chaudhari,FXZLH2981X,XXXX-XXXX-0080,22-Jul-1962,bengaluru,Karnataka,67926,Freelancer,09/04/2024 10:40 PM,KYC_DONE,high
USR98604,devika sankar,OPAVK-1720-C,160474310934,589563446,Amritsar,Punjab,29210,Self Employed,2026/02/10,Done,Low
usr69668,Veda Wagle,GHEPP0345C,XXXX-XXXX-1681,1976/11/23,chennai,Tamil Nadu,22114,Business Owner,1771540983,Verified,MEDIUM
USR 87347,megha khatri,JBNJU1942V,XXXX-XXXX-3719,23/01/1980,MUMBAI,Maharashtra,22242,Gig Worker,2024-10-28 17:40:27,VERIFIED,LOW
USR46454,EKANTIKA TOOR,OZVUL9514J,543228653342,,Hyd,Telangana,17713,Salaried,2026/02/13,Rejected,LOW
USR63608,Wyatt Joshi,uzzus0686d,5460 6253 2715,2007/05/18,LDH,Punjab,,Unemployed,22/02/2024,KYC_DONE,Medium
USR32095,Chakradev Mallick,OOPTR7472I,3192 9690 0284,15-Oct-2004,Calcutta,West Bengal,"INR 63,590",Salaried,17-May-2025,APPROVED,low
USR28432,Dakshesh Dewan,FAZRO 0996 T,XXXX-XXXX-1014,,New Delhi,Delhi,28172,Salaried,12/10/2025 04:30 AM,IN_PROGRESS,Low
USR12923,Warhi Ghosh,JPHAR8581Z,8184 6816 1668,1996/11/29,Dilli,Delhi,11828,Farmer,2026/01/17,KYC_DONE,unknown
USR11627,ekanta dhillon,RSOWY9000U,0395 6427 1465,1982-04-25 04:06:15,Kolkata,West Bengal,-67333,Farmer,05/08/2024,VERIFIED,low
USR38141,Urmi Jhaveri,ICPSI8189I,3079 5382 9802,12/07/1964 01:02 PM,Lucknow,Uttar Pradesh,"₹35,893",Student,1767458625,VERIFIED,unknown
USR27352,Eiravati Lall,ngjsi6646f,7480 3062 5124,22/01/1979,Kolkata,West Bengal,,Farmer,2024-11-16 21:30:48,V,low
USR-16593,  Abdul Kohli  ,TPZVR-9689-X,3463-4646-2663,23/12/1969 04:24 AM,Mumbay,Maharashtra,53631,Retired,19-Feb-2024,KYC_DONE,UNKNOWN
USR 77121,Vasatika Kata,DIHGS6278V,571662295206,09-06-2005,Jalandar,Punjab,28401,Farmer,,VERIFIED,medium
usr_55674,januja venkataraman,OOCTX4212F,840380804639,,JPR,Rajasthan,12395,Student,2024/03/09,Rejected,MEDIUM
USR-79439,devika goda,ZF0ZP3178Q,2699 9614 8959,29-Jul-1967,LKO,Uttar Pradesh,18.8k,Student,21/11/2025,KYC_DONE,Medium
USR83359,UpadhritiBaral,OAVED6069M,981840531925,03-05-1967,Hyd,Telangana,"Rs. 13,284",Farmer,2025-06-19 12:02:28,Done,low
USR87997,OSCAR KIBE,kkvxm8382h,9318 6923 6503,12/12/1997 03:34 PM,Kolkata,West Bengal,21962,Gig Worker,11-08-2025,APPROVED,MEDIUM
USR19186,Udarsh Deol,BQMOF-4151-T,7373-9116-3096,1987-07-14 07:47:29,Calcutta,West Bengal,107992,Unemployed,27/05/2024,R,high
USR93497,Jack Swaminathan,CBMQR2523J,204999131922,17-Dec-1970,Bombay,Maharashtra,28566,Business Owner,10-17-2024,P,LOW
USR16874,Jatin Venkatesh,ARJQK-6029-O,601157053822,09-28-1988,Calcutta,West Bengal,80929,Farmer,15-Nov-2024,V,medium
USR 24193,Chaitanya Chakraborty,YHDVS2437V,154699652164,21/07/1991,Hyd,Telangana,,Retired,02/11/2025,KYC_DONE,medium
usr87194,KASHVI DALAL,VOKRV8976K,3625 6046 1850,14-Aug-1960,Dilli,Delhi,-46281,Freelancer,04/12/2024 02:45 AM,Pending,LOW
USR 42417,andrew ravi,NYVLY2705,044496617876,03/02/1969,Jaipur,Rajasthan,-17093,Retired,29/08/2025 08:13 PM,Verified,Low
USR23928,Zashil Dasgupta,UKIBS2612C,,13-May-1980,chennai,Tamil Nadu,17151,Business Owner,2024-05-31 09:49:37,Done,low
USR11944,Yatan Date,ZUNFH4740D,475107935982,25-Mar-1996,Delhi,Delhi,42329,Student,12/10/2025,APPROVED,Low
USR55100,Daniel Raju,CVRFK1737Y,6424-4495-3796,284643395,kolkata,West Bengal,Not Available,Self Employed,05-Aug-2025,Done,low
usr84626,Karan Bhatti,SUMYU7369N,,,Chennai,Tamil Nadu,27412,Farmer,04-28-2024,APPROVED,LOW
USR59942,KRISHNA VOHRA,NQMUS7051Z,699311602106,05-Feb-1973,Ludhiana,Punjab,18177,Freelancer,2025/08/05,APPROVED,low
USR14492,nandini mukhopadhyay,CJNEV8382E,XXXX-XXXX-7457,10-29-2002,Chennai,Tamil Nadu,16553,Unemployed,2025/05/25,V,LOW
USR54658,Henry Sani,OJLTK-0697-Y,512971993824,1973/09/28,Bangalore,Karnataka,"Rs. 25,273",Self Employed,19/03/2024 09:30 PM,KYC_DONE,Medium
USR97741,AnirudhThakur,lrqlt2746n,,19/03/1999 12:36 AM,Bangalore,Karnataka,18.5k,Self Employed,10/04/2024,Pending,Unknown
USR 59017,Gaurav Cherian,TLGLV5998P,296531432783,13-Dec-2007,ludhiana,Punjab,20636,Freelancer,16/01/2025,Done,MEDIUM
USR36751,Bhavna Jani,GSVXZ-9468-Q,2514-4278-6417,28/02/1985 11:57 PM,Bengaluru,Karnataka,"INR 27,210",Farmer,01/11/2024,VERIFIED,MEDIUM
USR55785,Yauvani Sandhu,FJIMY4688I,601591137632,02-16-1988,BLR,Karnataka,"Rs. 23,594",Unemployed,06-May-2024,KYC_DONE,medium
USR32499,Harrison Dyal,BEEXJ0012O,602918012398,1990/09/07,Jalandhar,Punjab,79688,Retired,15/06/2024,VERIFIED,high
usr99220,Rajeshri Char,XOMPE3175C,XXXX-XXXX-3627,584569000,Kolkata,West Bengal,16.9k,Student,29/12/2025 06:10 PM,Done,low
USR92712,RIA NAIK,XUYBG-7359-U,881931390994,01/03/2000 10:19 AM,jaipur,Rajasthan,10128,Student,,VERIFIED,HIGH
USR77307,Kamya Varughese,KLKPS0587L,9515-6087-3295,1963/02/21,Delhi,Delhi,38869,Student,03-06-2026,V,high
USR95626,Deepa Sunder,JLCRY2876J,,06/03/1964 11:24 PM,Amritsar,Punjab,"INR 23,063",Salaried,2024-06-01 17:40:25,KYC_DONE,medium
USR70927,jeet sani,CNPUT2512C,8785 6903 1512,26-Jun-1992,Hyderabad,Telangana,"₹12,772",Business Owner,,Under Review,low
usr_74982,Lajita Mani,VLISZ 6752 D,1197723592343,1970-01-25 18:36:40,jaipur,Rajasthan,22584,Salaried,2025-06-18 04:46:01,Verified,Low
USR 92426,KaranMemon,RUMQK8276J,6791225921,1971/03/09,Poona,Maharashtra,"₹38,590",Unemployed,08-15-2024,KYC_DONE,MEDIUM
USR 82768,  Hardik Varty  ,RZANW0539C,478487077568,06/09/1991 02:05 AM,pune,Maharashtra,"₹18,369",Unemployed,2024-02-28 16:05:36,VERIFIED,unknown
USR 37321,GOPAL WALI,DDPXJ6430X,490020706633,06/03/2006,Calcutta,West Bengal,,Student,2025/01/08,APPROVED,Medium
USR-99438,XavierPau,EFVNJ8884U,3007 2126 3299,1179684234,ASR,Punjab,"₹26,037",Farmer,2026/01/15,VERIFIED,Low
USR65676,Megha Grewal,USJVC7337M,5880 5733 8282,16/09/1981,Dilli,Delhi,34082,Business Owner,15/05/2025,Done,LOW
usr58197,UTKARSH DHAR,QDTWI1564U,698558066963,775304594,Bengaluru,Karnataka,"Rs. 45,082",Farmer,03-07-2026,V,medium
USR 96204,Ekba1 Nagarajan,KRSWY5887K,3034902223,06-04-1963,Lucknow,Uttar Pradesh,53770,Farmer,30/09/2025 06:52 PM,Done,Low
USR30214,HARDIK CHANDA,NHPVR9111R,3230-2693-6500,728359867,pune,Maharashtra,"INR 51,739",Farmer,2025/06/26,IN_PROGRESS,LOW
USR34691,Kabir Kaul,RVRAL7383F,968487178081,1983-10-14 23:38:27,HYDERABAD,Telangana,24549,Retired,1706956059,Done,low
USR60675,Hardik Shroff,AQRJE3203P,6548-3111-7079,04/07/1991,Mumbai,Maharashtra,38428,Retired,05-14-2025,Verified,MEDIUM
USR18916,Azaan Sundaram,XONPY2437Q,1311 3499 5912,23/08/1966,New Delhi,Delhi,7093,Self Employed,04/03/2025 04:05 AM,PENDING,Medium
USR41077,Utkarsh Padmanabhan,VLMWA7594D,8428 9000 2674,16/09/2004,Jalandar,Punjab,147736,Self Employed,1729469805,IN_PROGRESS,LOW
USR64294,Nicholas Dugar,LCOUP 2300 P,609066484035,1967/01/07,Bombay,Maharashtra,,Freelancer,20/02/2025,Rejected,Medium
usr85931,  Gautami Lal  ,vtfmb5349h,550609257066,1968/04/19,Mumbay,Maharashtra,"₹44,409",Unemployed,15-Jun-2025,Done,Low
USR48999,YAHVI RATTI,CITDC-9080-Z,3525-5701-6586,12-25-1987,DELHI,Delhi,87925,Business Owner,17-Feb-2025,APPROVED,Medium
usr13381,Zarna Ratta,CWVRD8407H,1821176840,1999-06-19 03:42:56,BLR,Karnataka,-26390,Gig Worker,2026-01-24 21:24:34,VERIFIED,LOW
USR28891,Damyanti Bandi,VNTPK1187E,,31/03/1966 09:30 AM,ASR,Punjab,24538,Unemployed,2025-03-27 00:22:56,Done,medium
USR58388,Ekalinga Kara,DENFK9660V,2618 4028 5439,20/04/2005 12:35 PM,Calcutta,West Bengal,19.7k,Student,05-15-2024,APPROVED,LOW
usr12575,Yutika Borde,10WGX4977L,825055793199,20-May-1999,Jalandhar,Punjab,36703,Retired,1715251390,IN_PROGRESS,Unknown
USR99064,Vidhi Rao,rggft3321r,6244-0418-2448,1993/07/16,chennai,Tamil Nadu,27022,Self Employed,2025-07-31 19:35:05,Pending,Low
USR15218,Ryan Bir,ZPPQU3326D,XXXX-XXXX-4100,03/09/1990 12:31 AM,Poona,Maharashtra,,Gig Worker,09-29-2025,KYC_DONE,medium
USR32322,CHRISTOPHER BOBAL,ORYRX 1668 F,627055866304,24/09/1960,Jalandhar,Punjab,22174,Farmer,11-23-2025,Done,Medium
68353,Jhalak Bawa,PQEEK6522V,383152065975,1969-07-16 14:07:36,delhi,Delhi,51732,Unemployed,11-27-2025,KYC_DONE,Low
USR89655,Mahika Dash,QXVXG 1817 V,,2000/03/20,Hyd,Telangana,20446,Freelancer,29/03/2024,KYC_DONE,low
usr37321,AMOL NAGY,WYDMW4610Z,886197099588,07-29-1973,Amritsar,Punjab,7.8k,Salaried,26/02/2024 03:04 AM,KYC_DONE,medium
USR 14468,  Owen Mukherjee  ,ftjww2848v,XXXX-XXXX-0733,16-Mar-1970,Madras,Tamil Nadu,43622,Unemployed,02-Apr-2024,KYC_DONE,low
USR88912,VARSHA MUKHOPADHYAY,JHNIF6982T,,27/08/1974,MUMBAI,Maharashtra,"INR 23,502",Freelancer,1725556819,Verified,LOW
usr30227,Nimrat Bal,IRJIB 9432 D,6071-0342-5478,2004-01-14 20:02:27,Hyd,Telangana,38030,Student,,V,low
usr52294,Libni Sood,VBZWQ1779,1623582279918,1976/05/22,Jalandar,Punjab,24919,Freelancer,11/08/2024 06:06 AM,Verified,LOW
USR54649,Ucchal Nigam,SCHHC5181K,0297710344,01-11-2003,Madras,Tamil Nadu,22060,Salaried,07/09/2025,KYC_DONE,Low
USR12250,Vaishnavi Acharya,ufqmg9760o,0782 0041 8102,-199991308,JPR,Rajasthan,"Rs. 50,248",Freelancer,27-Mar-2024,Verified,LOW
USR45326,samesh bhatnagar,BAZRX5802M,7038 7278 0375,09-30-1967,HYDERABAD,Telangana,,Unemployed,14-Feb-2024,Done,MEDIUM
USR69557,HritikArya,XHWLO3500B,255804917389,1967/02/07,ludhiana,Punjab,44111,Unemployed,15/07/2025 10:26 PM,Done,medium
USR33306,Sai Singh,ACRKX6582,588898455194,-224058363,HYDERABAD,Telangana,21047,Farmer,1720899785,Done,MEDIUM
USR92519,Onkar Halder,HGMNF7035G,091006745782,07-06-1969,Chennai,Tamil Nadu,27793,Gig Worker,2024-07-20 16:17:13,VERIFIED,Low
USR 95101,Rachana Keer,FFFXZ1469,795427947817,265902410,Madras,Tamil Nadu,"Rs. 40,925",Retired,2025/01/12,Rejected,low
USR43067,Pranit Handa,NJIRX0538,694136006960,28/09/1987,ludhiana,Punjab,34.5k,Gig Worker,14/07/2025 10:14 AM,Verified,LOW
USR16509,Prisha Prabhakar,DWHFJ1301V,892062810075,10/12/1971,LDH,Punjab,"Rs. 23,322",Farmer,07/01/2024,IN_PROGRESS,medium
USR50522,Alexander Boase,,966648252946,1963-07-04 09:12:57,Madras,Tamil Nadu,55028,Student,03-Feb-2024,Verified,low
USR 13932,  Andrew Chana  ,XDALY3464,6817 2093 0645,1997-08-21 04:05:22,kolkata,West Bengal,,Retired,2024/05/24,VERIFIED,medium
USR 53521,Jairaj Wason,,8205026819,09-18-1971,Delhi,Delhi,7699,Salaried,1710520946,APPROVED,HIGH
usr44208,Mekhala Mukhopadhyay,RZUTK0745V,449740665917,21/05/1962,Bengaluru,Karnataka,48795,Salaried,2024-05-13 00:13:46,Done,low
USR-59760,sai kaur,ccvsn8699q,8785-6053-2894,1974/12/01,LKO,Uttar Pradesh,32926,Student,2026/03/14,Done,UNKNOWN
USR-26252,Ekansh Dasgupta,HEEOW8129T,463245089277,09-09-1969,HYDERABAD,Telangana,,Farmer,29/01/2024,KYC_DONE,medium
USR56878,Amol Tailor,CJUBC8388S,1480896262408,11-Mar-1969,Chennai,Tamil Nadu,26597,Student,2024/08/19,Verified,High
USR63563,Atharv Khare,MTFRI5866X,3624 5978 3602,1960/07/24,lucknow,Uttar Pradesh,37632,Farmer,2025/09/15,APPROVED,High
usr30989,MANTHAN BEN,HSDWJ5104P,932397063481,30/05/1974,Jalandar,Punjab,29442,Retired,19-Apr-2025,P,LOW
USR 25037,Wyatt Bali,FHUZJ5824X,2912-4667-5621,17-Jul-2004,Mumbai,Maharashtra,26025,Farmer,1748635719,Done,low
USR52641,BHAVYA DAR,IQNWD4863W,670157142586,07/04/1998 11:50 AM,Mumbai,Maharashtra,Not Available,Business Owner,01-19-2026,Done,Low
USR 14884,Jairaj Apte,GITJT3850X,5321 7926 5454,13/06/1966,LDH,Punjab,60017,Gig Worker,2024-06-23 23:54:51,Done,low
usr_85906,Siddharth Gill,,9957-4869-9556,24/04/1978 11:46 PM,Lucknow,Uttar Pradesh,38963,Unemployed,05-Apr-2024,KYC_DONE,low
usr_78820,UMANG DHALIWAL,ASMRK-2735-M,XXXX-XXXX-9689,,Bengaluru,Karnataka,16385,Student,26/07/2025 06:08 AM,Done,Low
USR76141,Gayathri Palan,KYKIV4503F,XXXX-XXXX-9693,07-24-1992,Bangalore,Karnataka,38975,Retired,24-Jul-2025,KYC_DONE,unknown
USR59009,Ronith Bath,DSRYE 3330 Y,4868 3313 3622,15/12/1999 03:15 AM,bengaluru,Karnataka,Not Available,Retired,06/12/2024 03:00 PM,V,low
USR47222,Mohini Walla,woufl6579n,326096828146,09/09/1993,JPR,Rajasthan,"₹22,245",Freelancer,2024/06/10,FAILED,medium
USR76533,EdhithaLalla,IXATT8703P,722808476460,06/06/2005 03:41 PM,New Delhi,Delhi,20094,Gig Worker,1718638452,VERIFIED,low
usr96425,ryan ganesh,JNHNQ-5367-K,639857014229,1977/11/13,LDH,Punjab,20917,Self Employed,05/12/2024 07:26 PM,IN_PROGRESS,low
USR42874,JYOTI SANDAL,1WKCQ2200C,292621550588,12/12/1996 01:49 PM,chennai,Tamil Nadu,"INR 39,885",Retired,11/03/2025 01:32 PM,V,LOW
USR 53973,Abeer Thakur,ESUBL 9703 Z,948986045518,08-27-2000,amritsar,Punjab,16140,Student,05/08/2024,Done,low
usr77642,Radha Upadhyay,KVDDT 2592 S,9566071640021,18/07/2001 06:41 AM,HYDERABAD,Telangana,16608,Student,2025/02/19,VERIFIED,unknown
usr65601,William Talwar,vqybm6263p,690325581630,01-11-1974,Dilli,Delhi,"₹30,374",Retired,2024-09-04 04:36:12,Verified,Medium
96169,Victor Patla,DFAGS4990L,954171322878,09/10/1964,jalandhar,Punjab,"Rs. 32,456",Business Owner,1774713670,VERIFIED,medium
USR24186,JananiPalla,GJYQS3319Z,331269634016,1989/01/19,Jalandhar,Punjab,46336,Unemployed,02-06-2024,Verified,low
USR59490,VAMAKSHI VARUGHESE,uiujh5673g,5927 6972 3315,09-13-1971,amritsar,Punjab,21304,Business Owner,06-Jan-2024,Reject,low
USR-93081,ekanta contractor,IIUZJ0252,8286-4347-0086,05/08/2005,Ludhiana,Punjab,"₹91,786",Salaried,09/02/2024,Done,Low
usr24344,Eta Saraf,GKOLR0580F,4882 8134 9599,1133724924,Amritsar,Punjab,14905,Unemployed,2025/08/14,APPROVED,Low
USR11602,Gautam Date,WGNAT7654Z,,01-Mar-2006,Jalandar,Punjab,6.5k,Farmer,,Verified,low
usr23201,Hardik Dube,UAFJS0149Z,377566300216,23/05/1996 11:14 PM,bengaluru,Karnataka,9572,Retired,10/07/2024,PENDING,HIGH
USR-57506,Udant Dutta,RBOZQ 6026 L,626652906508,1182764457,Bombay,Maharashtra,43.0k,Student,19/10/2024 04:52 PM,V,high
USR52269,  Bahadurjit Puri  ,YRIHH8902M,369526632193,1967-08-11 00:50:47,Jalandar,Punjab,78204,Salaried,,Under Review,Medium
USR19801,VEDIKA BAL,aucnp0378o,7689 7053 7429,12-10-1990,Poona,Maharashtra,24935,Gig Worker,27-Mar-2025,APPROVED,Medium
USR97435,ANVI DUGAR,WPUDY5819B,,,Hyd,Telangana,"Rs. 32,065",Unemployed,07-25-2025,V,high
usr_65158,LADLI KATA,MMOBM9527E,5998 8567 6168,2000/03/27,Chennai,Tamil Nadu,,Salaried,11/09/2024,PENDING,HIGH
USR53114,januja loke,XKFWB2463F,098790272611,1997-05-31 03:19:10,lucknow,Uttar Pradesh,43033,Student,2025-08-07 21:49:55,KYC_DONE,Medium
USR64763,Watika Sani,QAZZH1769E,6367-2564-5352,1993/06/21,Mumbai,Maharashtra,18629,Farmer,2026-03-04 18:24:59,Verified,high
USR79176,MayaVohra,PCEVS3554W,XXXX-XXXX-3636,19/09/1994,Lucknow,Uttar Pradesh,16.2k,Self Employed,15/08/2025 08:36 AM,VERIFIED,Low
usr_39842,Lipika Tara,pccgv6817r,,2006-05-02 22:28:04,Lucknow,Uttar Pradesh,20777,Salaried,1730501174,APPROVED,low
USR70887,baljiwan sami,pyoew8596w,9266692415,-65815262,amritsar,Punjab,17965,Gig Worker,10-13-2025,VERIFIED,Low
USR38766,Diya Srivastava,YVELX9289D,633488666860,20-Dec-1992,Madras,Tamil Nadu,38222,Self Employed,1731604131,IN_PROGRESS,low
USR51506,Yashawini Apte,WIALM8754E,1996889825551,06-Oct-1992,Mumbay,Maharashtra,40410,Self Employed,04-22-2025,APPROVED,low
USR68889,GaurikaGrewal,,060443826568,09/03/2006 02:05 PM,kolkata,West Bengal,45.0k,Retired,1710043286,APPROVED,low
USR 52503,  Adweta Swamy  ,RCMAB7864R,792684809290,09-Jan-1989,LKO,Uttar Pradesh,"Rs. 17,809",Salaried,10-18-2024,Rejected,Medium
USR33470,Gautami Parikh,GMQNK4942G,5633 1235 0941,07/02/1994,lucknow,Uttar Pradesh,,Gig Worker,08-08-2024,Reject,low
USR67362,Advik Bansal,XPXOC5203L,XXXX-XXXX-0905,09-Jul-1996,LDH,Punjab,54956,Gig Worker,2025/06/20,KYC_DONE,low
USR25277,Sara Choudhry,HDKPS9371P,2231-7490-0282,27/07/1991 01:27 PM,Jalandar,Punjab,,Freelancer,27-May-2025,V,LOW
USR62759,Ikbal Narula,LTGPH1066N,958829445381,05-20-1962,ASR,Punjab,"Rs. 36,449",Business Owner,2024-08-11 13:41:05,Verified,MEDIUM
USR75368,gunbir palla,OAIAD 0187 N,635320100492,14/03/2003,kolkata,West Bengal,Not Available,Unemployed,1763672156,VERIFIED,Low
USR43364,  Zaid Sathe  ,TLERM0361H,3043 6729 1367,10-Jun-1997,Calcutta,West Bengal,25.3k,Student,2025-09-21 07:43:31,APPROVED,MEDIUM
USR-30275,EKAPAD RAJAGOPAL,krtnd8649m,7858 0527 5158,02/12/2006,LDH,Punjab,30625,Gig Worker,2025/10/24,APPROVED,medium
usr_65950,laban saini,VLIVH7478D,9066 9972 6149,09-Dec-1987,JPR,Rajasthan,29820,Student,,VERIFIED,LOW
USR 38256,  Damini Kaul  ,XSOJK1940A,1378-9098-5675,02-07-1998,kolkata,West Bengal,28295,Gig Worker,16-Sep-2025,VERIFIED,LOW
USR41210,Nathan Ghose,,4058 3796 2174,,ludhiana,Punjab,24.1k,Unemployed,2025/12/11,REJECTED,Low
USR70776,MADHAVI WALIA,VYBUB 4188 A,1727 4704 7594,17/08/1989,amritsar,Punjab,"Rs. 26,394",Freelancer,03-21-2026,VERIFIED,High
USR17070,Ekalinga Chaudry,zuive6371x,395596024045,29-Nov-1981,Jalandhar,Punjab,"Rs. 25,494",Student,20-Aug-2025,V,high
USR26932,hemani biswas,BFABZ6146K,8981 8231 4189,198737557,bengaluru,Karnataka,77741,Student,01-Jan-2025,VERIFIED,low
