merchant_id,merchant_name,mcc,merchant_category,business_type,city,state,onboarding_date,settlement_account,merchant_status,declared_avg_ticket_size
MCH8641,Rai and Sons,4131,TRAVEL,INDIVIDUAL,LDH,Punjab,10/01/2024,NA,Active,
MCH6468,Golla-Murty,04131,Transportation,Partnership,HYDERABAD,Telangana,06-20-2024,NA,ACTIVE,
MCH8995,MAHAJAN GROUP,5999,Retail Other,Partnership,Jalandar,Punjab,2023/09/12,XXXX2606,ACTIVE,"Rs. 2,967"
MCH1827,  Saha Ltd  ,5999,Other,PARTNERSHIP,pune,Maharashtra,12-Jan-2026,GFSK2439344528128,Live,790.89
MCH1529,"Sangha,BanerjeeandSengupta",7011,Hospitality,private_limited,Ludhiana,Punjab,06-Feb-2023,,Inactive,1257.59
MCH-8923,Raja-Sur,4131,TRAVEL,INDIVIDUAL,Hyderabad,Telangana,29-May-2023,,ACTIVE,"INR 1,033.58"
MCH-8464,"Kapadia, Sarin and Bhargava",5411,Grocery,Sole Proprietor,Ludhiana,Punjab,2024-07-19 17:44:00,NA,Enabled,1536.1
MCH 8749,"  Tara, Parmer and Walla  ",04131,TRAVEL,Private Limited,kolkata,West Bengal,06-19-2025,BWRP8229942592433,Closed,₹584.10
MCH4298,  Jain Group  ,4814,Mobile Recharge,PRIVATE_LIMITED,New Delhi,Delhi,01/06/2024,6571920723,Closed,316.99
8552,"Manne, Manda and Toor",4131,TRAVEL,SOLE_PROPRIETOR,pune,Maharashtra,19/08/2023,,Live,
MCH5227,Gala PLC,7011,Hotel,PARTNERSHIP,kolkata,West Bengal,21/01/2026,,A,
mch3323,Dey PLC,4814,Telecom,SOLE-PROPRIETOR,JPR,Rajasthan,2024-12-24 05:37:48,XXXX2284,I,559.08
MCH9199,Goda-Patel,MCC-4814,phone service,PARTNERSHIP,Lucknow,Uttar Pradesh,2024/12/23,3404405124,ACTIVE,₹992.24
MCH4745,Divan-Rao,5311.0,DEPT_STORE,SOLE-PROPRIETOR,Jalandhar,Punjab,12-05-2023,9446528330,ACTIVE,778.92
MCH4463,"KANT, VARMA AND MADAN",5411.0,kirana,individual,ASR,Punjab,01-26-2023,XXXX8058,Closed,₹703.89
MCH8296,D’Alia-Kannan,,Misc Retail,PARTNERSHIP,MUMBAI,Maharashtra,29/07/2023,NA,Enabled,659.86
MCH2585,ROY LLC,misc,Grocery,sole_proprietor,JPR,Rajasthan,10-13-2025,2320667701,Live,"₹2,233.97"
MCH 6427,Bose Inc,05999,Misc Retail,PRIVATE-LIMITED,ludhiana,Punjab,07-02-2025,UHFS8061607261976,Closed,"1,949.70"
MCH-7176,"SACHAR, WALI AND SAHA",04131,TRAVEL,individual,kolkata,West Bengal,13/02/2026,7683191787,Enabled,980.72
MCH7679,Sodhi-Dugal,5411,GROCERY_STORE,INDIVIDUAL,Jalandar,Punjab,01-23-2023,8562313994,Live,975.38
MCH6829,"Natarajan, Thaker and Aggarwal",5912.0,MEDICAL_STORE,SOLE_PROPRIETOR,MUMBAI,Maharashtra,2024/01/24,,Live,"₹1,746.05"
4180,"Iyer, Saha and Kumar",MCC-7011,Hotels,PARTNERSHIP,LKO,Uttar Pradesh,16/04/2025,2796320001,A,"INR 3,864.50"
MCH-4080,Jhaveri-Andra,5311,Department Store,sole_proprietor,jalandhar,Punjab,18/06/2024,,Active,4912.37
MCH8537,Sunder LLC,4131,travel,PRIVATE-LIMITED,chennai,Tamil Nadu,16-Sep-2025,FNGX1491502830694,Inactive,1072.34
MCH2639,Sunder-Keer,5411,Grocery Stores,partnership,Jaipur,Rajasthan,19/04/2025,,Enabled,-853.1
MCH 9697,Walla Ltd,NA,Telecom,INDIVIDUAL,Bangalore,Karnataka,2025/07/21,NA,Live,"₹1,081.86"
MCH6643,"BALA, PALLA AND SRINIVAS",5942,Stationery,Private Limited,Jalandar,Punjab,1686652536,3868687292,A,"₹1,698.35"
6208,Tak-Parmar,04814,Telecom,PRIVATE-LIMITED,LKO,Uttar Pradesh,16-Mar-2024,XXXX8227,Blocked,
MCH8639,"SODHI, KALA AND RAMASWAMY",5411.0,kirana,PARTNERSHIP,pune,Maharashtra,18/09/2023,,A,"Rs. 1,544"
MCH6574,"Thaman, Gupta and Barad",4814,phone service,PRIVATE_LIMITED,pune,Maharashtra,1709472685,2887690427,Active,"1,371.71"
MCH4980,Batra LLC,5411,kirana,INDIVIDUAL,Pune,Maharashtra,,XXXX6176,Live,"₹2,806.42"
MCH8046,Muni LLC,,Pharmacy,partnership,MUMBAI,Maharashtra,11-12-2024,GNMM4947998232253,ACTIVE,401.9
MCH5190,"Saini,RanaandAggarwal",5411,Grocery,SOLE_PROPRIETOR,Mumbai,Maharashtra,,4016367368,Active,1844.01
MCH2577,Dua Inc,05812,Restaurants,SOLE-PROPRIETOR,BLR,Karnataka,2023/11/23,NA,ACTIVE,"₹23,536.65"
MCH6034,Sane Inc,05912,MEDICAL_STORE,PRIVATE_LIMITED,jaipur,Rajasthan,18-Oct-2025,5791425986,ACTIVE,1353.34
MCH 4083,"  Loyal, Dara and Sharaf  ",4814,phone service,INDIVIDUAL,Chennai,Tamil Nadu,2024-02-15 01:01:36,NA,Enabled,"1,752.10"
MCH 8390,"Thakkar, Babu and Nagi",4131.0,transprt,Private Limited,Hyd,Telangana,03-25-2024,XXXX7354,A,"2,159.57"
mch9016,Upadhyay-Sethi,4814,TELECOM,Partnership,Mumbay,Maharashtra,1753606766,XXXX7823,Enabled,764.46
MCH 6780,"  Bhatia, Dalal and Kapur  ",5999,Retail Other,PRIVATE_LIMITED,jalandhar,Punjab,2025-05-24 00:31:32,NA,ACTIVE,-10952.74
mch3201,BAHL AND SONS,05942,Book Store,sole_proprietor,ASR,Punjab,05-27-2024,4264935431,A,576.96
MCH9352,Chaudhary-Munshi,,Hospitality,Sole Proprietor,HYDERABAD,Telangana,12-27-2025,1982708228,Disabled,295.19
MCH6091,Ratti-Kalita,5942,Stationery,Sole Proprietor,Ludhiana,Punjab,06/09/2023,XXXX4886,A,₹458.92
MCH-3491,"  Chawla, Tella and Madan  ",,Mobile Recharge,Sole Proprietor,LKO,Uttar Pradesh,2025/05/23,,Live,1044.7
MCH3426,"Morar, Dar and Raja",5311,DEPT_STORE,INDIVIDUAL,Jalandar,Punjab,25/10/2023,XXXX0393,I,"Rs. 1,252"
MCH-2395,Sathe-Dixit,4131,Bus/Taxi,PRIVATE-LIMITED,chennai,Tamil Nadu,24-Dec-2023,,Live,941.52
MCH-8330,trivedi-shan,,Food,Partnership,Hyderabad,Telangana,05/11/2024 06:16 PM,2548494928,A,4115.86
MCH7978,"Ganesan, Kohli and Savant",5999,Misc Retail,INDIVIDUAL,jaipur,Rajasthan,2023/02/15,XXXX8648,A,"₹2,414.03"
MCH 8826,Mallick-Dasgupta,5311,DEPT_STORE,PRIVATE-LIMITED,Jalandhar,Punjab,2023-02-09 07:13:10,2382228031,Enabled,"INR 1,719.24"
MCH3593,"Kara,BrarandApte",4814,phone service,private_limited,MUMBAI,Maharashtra,2023-12-04 15:44:19,,Suspended,474.6
MCH9888,"Contractor, Mohanty and Devi",5912,Pharmacy,SOLE-PROPRIETOR,Madras,Tamil Nadu,23/09/2025 11:00 PM,XXXX3253,ACTIVE,1367.96
mch5154,Chauhan Inc,,phone service,PARTNERSHIP,Jalandhar,Punjab,18-Feb-2023,,Live,"INR 1,206.43"
MCH3371,Bath PLC,,phone service,Private Limited,Chennai,Tamil Nadu,16-Jun-2024,XXXX9871,Active,"₹1,557.07"
MCH1909,murthy and sons,5942,Books,Sole Proprietor,Poona,Maharashtra,25/11/2023,6570869272,ACTIVE,INR 823.00
MCH 6152,Dasgupta-Das,5942,BOOKS_STATIONERY,Private Limited,JPR,Rajasthan,26/10/2024,XXXX8744,Enabled,344.11
MCH4375,"Mani, Pillai and Soman",05311,Department Stores,SOLE-PROPRIETOR,Lucknow,Uttar Pradesh,03/08/2024 02:25 AM,NA,Enabled,1050.41
MCH7380,"Gour, Jani and Mital",5999,Misc Retail,INDIVIDUAL,Chennai,Tamil Nadu,06-Nov-2024,,Closed,INR 688.41
MCH 4305,Padmanabhan-Thaker,4131,Transportation,INDIVIDUAL,Ludhiana,Punjab,2024/10/17,NA,A,572.69
MCH7198,Rama and Sons,5912,Pharmacies,PARTNERSHIP,jaipur,Rajasthan,15/02/2023,6060043689,Enabled,1594.96
MCH1298,"Raghavan,ReddyandSangha",5942,Stationery,SOLE_PROPRIETOR,Hyderabad,Telangana,28/04/2025,XXXX0353,Enabled,364.92
MCH9510,Warri0r-Thakkar,4131,transprt,Sole Proprietor,Bangalore,Karnataka,2024/09/15,NA,Enabled,"Rs. 1,261"
mch8799,"  Dada, Ramaswamy and Dugal  ",5942,Books,PRIVATE_LIMITED,Hyd,Telangana,04-09-2023,STYQ1453146869201,Suspended,"₹2,080.34"
MCH3453,"Sangha, Minhas and Patil",7011,Hospitality,PRIVATE_LIMITED,jaipur,Rajasthan,15-Nov-2023,5047749653,A,-1768.03
MCH6333,"kumer, butala and sawhney",05699,garments,Individual,Chennai,Tamil Nadu,2024-09-08 02:04:48,HRFV9386173143650,A,831.77
mch1255,La1a and S0ns,4814,Telecom,Partnership,Kolkata,West Bengal,07-19-2023,8344362943,Inactive,INR 772.22
mch8379,  Deep Group  ,5942,Books,Private Limited,Kolkata,West Bengal,2026/01/29,XXXX9737,SUSPENDED,Rs. 469
MCH3147,Acharya-Uppal,4131,travel,individual,Madras,Tamil Nadu,10/02/2024 02:28 AM,1420771239,Active,Rs. 343
MCH4236,Arora PLC,5942,Stationery,partnership,amritsar,Punjab,2024/09/20,NA,Active,1427.88
MCH1675,"sarma, saxena and chandran",misc,department stores,Private Limited,jaipur,Rajasthan,06-09-2023,,Suspended,"INR 1,777.80"
6498,Peri-Saran,NA,Misc Retail,PRIVATE-LIMITED,Calcutta,West Bengal,1736376830,XXXX0646,ACTIVE,7077.96
MCH9849,Jayaraman Inc,5942,BOOKS_STATIONERY,Individual,kolkata,West Bengal,1770775950,8602198402,Active,"INR 1,659.94"
8659,sha ltd,MCC-7011,Hotels,partnership,Mumbay,Maharashtra,10-23-2024,6929887204,ACTIVE,
MCH5707,De01 Gr0up,5411,kirana,Partnership,Hyderabad,Telangana,2023/09/19,NRWL7844875974966,A,666.58
MCH8553,"Sane, Chaudhari and Rai",4814,phone service,Private Limited,lucknow,Uttar Pradesh,05-Jan-2025,NA,Inactive,375.66
MCH9390,"Minhas,PauandNarayanan",4131.0,TRAVEL,Individual,ludhiana,Punjab,,NA,Live,"INR 2,246.12"
MCH9945,"Pant, Hayre and Pathak",4814,Telecom,PRIVATE-LIMITED,jalandhar,Punjab,1752454609,XXXX5088,Enabled,INR 789.57
MCH9412,NAYAK-GUHA,4131,Transport,Individual,Amritsar,Punjab,,XXXX5639,A,"₹2,887.33"
MCH1106,"Agrawal, Ganguly and Kalla",5411,Grocery Stores,Private Limited,Delhi,Delhi,08-25-2024,ZKGK4764088745020,Enabled,"₹1,100.28"
MCH6940,Koshy Inc,4131,Transport,Private Limited,Chennai,Tamil Nadu,06-25-2024,NA,Live,"₹5,556.50"
mch9834,"Gill, Varghese and Ganesh",MCC-5912,MEDICAL_STORE,Private Limited,kolkata,West Bengal,26-Mar-2023,NA,Enabled,"Rs. 1,416"
MCH8235,Konda-Pillai,5942,Stationery,PRIVATE_LIMITED,Madras,Tamil Nadu,29/08/2025 07:03 PM,XXXX2371,Live,-921.33
MCH9684,Bhasin Inc,MCC-5912,Pharmacies,private_limited,DELHI,Delhi,2025/01/20,XXXX1695,INACTIVE,2227.2
MCH4122,"Lata, Magar and Savant",5999,Retail Other,Partnership,BLR,Karnataka,2025-12-03 23:29:42,7547242898,A,3699.77
MCH1772,Grover Group,5311.0,dept_store,partnership,Calcutta,West Bengal,18/03/2023 01:57 PM,0665098924,Active,1962.32
MCH3267,"Dara, Rama and Ben",4814,phone service,PARTNERSHIP,ludhiana,Punjab,1730514926,,Enabled,471.18
MCH6084,"Jaggi, Ganguly and Mall",5699.0,cloths,PRIVATE_LIMITED,ludhiana,Punjab,1693355230,,Inactive,1089.53
MCH7430,"gill, mutti and nagy",4814,Mobile Recharge,sole_proprietor,delhi,Delhi,08/05/2024,,Enabled,₹298.83
mch8949,"Srinivasan,SaxenaandKant",MCC-5942,Books,PRIVATE_LIMITED,Bangalore,Karnataka,,XXXX6857,Inactive,1726.82
MCH-3822,Anne and Sons,5411,Grocery,private_limited,Amritsar,Punjab,2026-01-21 20:10:57,NA,A,2115.91
MCH 7687,Devan Inc,MCC-5699,Fashion,individual,Lucknow,Uttar Pradesh,25/11/2024 06:59 PM,,ACTIVE,"2,148.82"
MCH8377,"Agate, Suresh and Bahri",5311,Department Stores,Individual,HYDERABAD,Telangana,05/02/2024,XXXX2261,Enabled,1519.49
1039,Palan-Mody,4814,phone service,individual,Hyd,Telangana,14/07/2023,NA,Active,-545.34
4233,  Shankar and Sons  ,5411,Grocery Stores,SOLE-PROPRIETOR,jalandhar,Punjab,10/12/2023,4534914137,Disabled,2257.76
MCH9444,NarainandSons,MCC-5812,Food,PRIVATE_LIMITED,Hyderabad,Telangana,09/08/2023,XXXX4479,Blocked,"₹1,056.16"
5119,Raghavan-Shere,05812,Food,SOLE_PROPRIETOR,chennai,Tamil Nadu,2025/09/14,,Active,"Rs. 1,149"
MCH4097,Nori PLC,5912,Medical,PRIVATE_LIMITED,pune,Maharashtra,,NA,A,INR 930.77
MCH8693,"Chawla, Goyal and Pau",7011,Hotels,Individual,Mumbai,Maharashtra,22/01/2024,NA,Active,Rs. 818
MCH-1207,"pillai, oak and barman",5812,Food,Individual,DELHI,Delhi,04-11-2024,,Active,"1,280.08"
MCH9049,Babu-Bali,5812,eating place,INDIVIDUAL,bengaluru,Karnataka,02/07/2023 10:16 AM,4401897773,A,2337.3
MCH6708,Wali LLC,7011,Hotel,sole_proprietor,amritsar,Punjab,09/04/2023,1946521583,ACTIVE,₹469.66
MCH 3206,Ray Inc,7011,Hotels,INDIVIDUAL,kolkata,West Bengal,2024-08-27 09:49:12,QOEA8761018728907,Enabled,490.27
MCH3845,Barad-Hayre,5999,Retail Other,private_limited,HYDERABAD,Telangana,,7981739720,Inactive,-1429.41
MCH6892,Chacko-Gaba,5912,Pharmacies,SOLE-PROPRIETOR,Bengaluru,Karnataka,07-May-2025,XXXX0824,Live,684.73
1260,KOTHARI-NADKARNI,5699.0,Clothing,Private Limited,lucknow,Uttar Pradesh,2026/01/15,6850024093,Active,"₹2,375.40"
MCH3736,"Chanda, Bandi and Pandya",4814,Telecom,partnership,Hyderabad,Telangana,2023-04-25 00:48:36,,Live,INR 812.06
MCH1641,bali llc,5999,Other,sole_proprietor,delhi,Delhi,,,Live,-3239.36
MCH9955,Bumb Ltd,misc,chemist,Individual,Bangalore,Karnataka,2024/02/20,NA,I,"₹5,375.40"
MCH-2838,BOSE-BIR,4814,Telecom,SOLE_PROPRIETOR,chennai,Tamil Nadu,07-25-2024,NA,Live,"₹3,409.39"
MCH2981,Sami-Sura,5942,Stationery,individual,Kolkata,West Bengal,01-27-2023,,Enabled,512.85
MCH7215,"Kau1, Pur0hit and Ar0ra",MCC-5311,Retail,private_limited,Hyderabad,Telangana,07-10-2023,8944621322,Enabled,2403.84
MCH3299,"Varghese, Tripathi and Ganesh",MCC-5999,Retail Other,SOLE_PROPRIETOR,Bengaluru,Karnataka,2023/07/12,NA,I,2177.34
MCH8845,Varkey-Jha,,other,partnership,kolkata,West Bengal,01/03/2024 05:26 AM,NA,Active,5630.04
MCH1255,"Bose, Memon and Luthra",05942,Book Store,partnership,pune,Maharashtra,2023-05-27 08:30:18,XXXX6249,ACTIVE,"INR 1,129.38"
MCH7339,"PUROHIT, DHINGRA AND BARMAN",5411,Grocery Stores,Individual,chennai,Tamil Nadu,16/08/2023 10:55 PM,IUQD2113343232449,Active,"INR 2,247.46"
MCH2552,"MUKHERJEE, IYENGAR AND DEO",5942,Stationery,partnership,Pune,Maharashtra,15-Mar-2025,ZRKN1235329280179,Live,"3,414.98"
MCH-1667,Prashad-Samra,05812,Restaurant,private_limited,Dilli,Delhi,20/10/2025 03:57 AM,XXXX1144,Enabled,"7,788.38"
MCH5970,Babu and Sons,5699,Clothing,Private Limited,amritsar,Punjab,01-14-2025,,Inactive,2060.67
mch9396,"Solanki, Kara and Saha",7011,HOTEL_LODGING,Sole Proprietor,Bangalore,Karnataka,2024-07-08 07:13:36,XXXX6974,A,1428.59
MCH3683,Mander Group,5411,Grocery Stores,Individual,Mumbai,Maharashtra,09/10/2023,3019047562,Active,4247.99
MCH8592,Rajagopal-Nagarajan,5912,chemist,INDIVIDUAL,Hyderabad,Telangana,2023-11-20 00:23:03,NA,A,1002.86
MCH8281,Kakar and S0ns,4814,phone service,individual,Hyd,Telangana,01-12-2023,NA,Enabled,Rs. 968
MCH-9790,YOHANNAN-NARANG,7011,Hotels,private_limited,Lucknow,Uttar Pradesh,17-Jan-2023,UQCA1861995078274,Enabled,"1,704.70"
MCH4367,"wason, chanda and panchal",5411,kirana,Sole Proprietor,LKO,Uttar Pradesh,09-29-2023,QEDA5086052954128,A,"Rs. 1,778"
MCH3679,Kumer LLC,4814,Telecom,PRIVATE-LIMITED,Hyd,Telangana,2025/12/15,1741377762,Active,587.47
MCH 7568,Kumer-Gandhi,7011,Hotels,SOLE_PROPRIETOR,Mumbai,Maharashtra,23-May-2025,NA,Live,"Rs. 1,278"
MCH-4699,Setty Inc,7011,HOTEL_LODGING,PRIVATE-LIMITED,pune,Maharashtra,2025/06/04,XXXX2833,Active,₹632.27
MCH4769,BARAL-PERI,5699,Apparel,INDIVIDUAL,Jaipur,Rajasthan,2024/01/14,NA,A,-1758.52
MCH-6743,"mistry, acharya and rau",misc,Misc Retail,PRIVATE-LIMITED,Kolkata,West Bengal,25-Jul-2025,XXXX9521,Active,-1997.32
MCH1856,"Sem, Dhawan and Bakshi",,groceries,SOLE_PROPRIETOR,Bangalore,Karnataka,2023/07/27,9292167540,Suspended,"2,232.22"
MCH 4050,"Sur, N0ri and G011a",05699,Apparel,SOLE_PROPRIETOR,Mumbai,Maharashtra,04-07-2024,PQHJ7829698736069,A,INR 577.94
MCH 5237,"Dave, Sani and Swaminathan",NA,Pharmacy,partnership,Delhi,Delhi,09-Feb-2026,5721792105,Hold,1955.24
MCH7087,Prashad LLC,5311,Department Store,PARTNERSHIP,chennai,Tamil Nadu,05-29-2023,NA,Enabled,Rs. 955
MCH4510,  Bora Ltd  ,4814,Mobile Recharge,INDIVIDUAL,chennai,Tamil Nadu,16/04/2024 11:39 AM,XXXX0375,ACTIVE,1583.66
MCH-8880,Bava Group,UNKNOWN,HOTEL_LODGING,SOLE-PROPRIETOR,BLR,Karnataka,12/01/2025 04:40 PM,,Inactive,"Rs. 3,216"
MCH4716,Ahuja-Konda,5411,groceries,Private Limited,HYDERABAD,Telangana,1746436235,UWUR7932224500135,Enabled,1206.68
MCH4841,"Soman, Chhabra and Rau",MCC-5812,Food,Individual,Hyderabad,Telangana,06/04/2025,7481277314,ACTIVE,611.25
MCH-5381,Jaggi and Sons,5311,Department Store,PRIVATE_LIMITED,DELHI,Delhi,2025/06/11,NA,Live,550.97
MCH2120,  Vohra-Kashyap  ,4814,TELECOM,Individual,jaipur,Rajasthan,2023-02-23 03:10:46,5716928716,ACTIVE,2514.21
MCH2183,Savant LLC,4131,TRAVEL,SOLE-PROPRIETOR,Dilli,Delhi,,XXXX8842,Active,-202.62
MCH6722,bhagat llc,5999,Misc Retail,Sole Proprietor,Bombay,Maharashtra,05-13-2023,NA,ACTIVE,211.13
MCH4876,"Dugar, Prasad and Pal",5812,Food,partnership,chennai,Tamil Nadu,2023/09/09,XXXX5946,Active,1346.64
MCH5902,"Iyer, Pal and Kaur",5311,Department Store,private_limited,pune,Maharashtra,2024/08/14,,Active,441.19
MCH4113,"Anand,ChoudharyandContractor",5912,Pharmacy,INDIVIDUAL,chennai,Tamil Nadu,07/09/2023,6952372771,ACTIVE,-418.15
MCH3357,"  Batta, Kannan and Srinivas  ",MCC-4814,TELECOM,partnership,Delhi,Delhi,10-27-2023,,ACTIVE,2454.25
mch4278,Thakkar-Gupta,5311.0,Department Stores,private_limited,ASR,Punjab,31-May-2025,,Closed,₹703.48
MCH4184,SACHDEVA-KARA,5812,FOOD_SERVICES,PARTNERSHIP,Jaipur,Rajasthan,02/02/2025 04:25 AM,NA,Enabled,704.96
MCH 3846,Nagi-Chacko,5411,kirana,private_limited,Hyd,Telangana,21/08/2024,EAUK5999855393021,Live,"1,055.18"
MCH7877,Bajwa Ltd,5942.0,BOOKS_STATIONERY,partnership,chennai,Tamil Nadu,,2144271582,ACTIVE,565.69
MCH6840,saini group,5411.0,Grocery,PRIVATE-LIMITED,bengaluru,Karnataka,2024/09/15,4326022170,A,-731.68
MCH6197,"Koshy, Shah and Ratta",4131,transprt,Partnership,bengaluru,Karnataka,03-20-2024,AGMV2642641861544,Enabled,"1,491.79"
MCH9418,Dixit-Ranganathan,5912,MEDICAL_STORE,partnership,Dilli,Delhi,24/02/2024,,A,"INR 1,164.23"
MCH7398,  Bhavsar and Sons  ,05311,DEPT_STORE,SOLE_PROPRIETOR,chennai,Tamil Nadu,24/04/2025,,Active,"₹6,060.90"
MCH 5892,"Dara, Goswami and Purohit",05812,Restaurants,INDIVIDUAL,Bangalore,Karnataka,2025-02-21 11:15:43,NA,Active,"Rs. 1,175"
9546,"Mohan, Tak and Dhingra",5999,retail other,sole_proprietor,Amritsar,Punjab,2024-11-20 10:50:24,XXXX5350,Active,1645.26
MCH6122,Som-Seth,4131,transprt,Individual,Amritsar,Punjab,2023-09-15 17:43:52,,Active,1086.57
MCH6986,  Shetty Group  ,04814,TELECOM,PRIVATE_LIMITED,Bengaluru,Karnataka,13-Sep-2024,NA,Active,547.81
MCH2750,Rao-Narayanan,5942,Books,individual,LDH,Punjab,13/05/2024,,Active,-3052.68
MCH-4688,venkatesh group,5942,Stationery,sole_proprietor,DELHI,Delhi,2024-08-24 14:22:22,TBOZ2931559768114,Suspended,2933.52
MCH-7197,Raval-Chadha,5812,Food,individual,Bombay,Maharashtra,1695601162,,Enabled,218.40
MCH6440,Taneja-Mahajan,5311,DEPT_STORE,individual,Jalandhar,Punjab,04-17-2025,2419488462,Enabled,6682.66
MCH6152,Mukhopadhyay PLC,05942,Stationery,INDIVIDUAL,JPR,Rajasthan,12-20-2025,OXKW4550087815999,ACTIVE,1642.16
MCH1227,"Madan, More and Pal",5411,GROCERY_STORE,Sole Proprietor,Hyd,Telangana,08/12/2025 12:01 AM,3802553962,Enabled,1078.83
MCH 7974,Kari Inc,5699.0,CLOTHS,INDIVIDUAL,Delhi,Delhi,19/05/2023,QWIC4307587311546,A,4305.95
MCH4770,Mahal-Sood,5411,GROCERY_STORE,Sole Proprietor,jaipur,Rajasthan,17/12/2024,5162215595,I,₹489.82
MCH7062,"Karpe, Sekhon and Memon",5999,Miscellaneous,partnership,Madras,Tamil Nadu,2024/07/18,ERAF1958847105569,Closed,"Rs. 2,267"
MCH9949,Lanka Ltd,4131,TRAVEL,SOLE_PROPRIETOR,ludhiana,Punjab,08/10/2024 12:24 AM,,A,4386.14
MCH5569,"Thaman, Kar and Dass",MCC-5999,Misc Retail,SOLE-PROPRIETOR,Mumbai,Maharashtra,2026/01/27,3302815921,I,3592.34
MCH5603,Saha-Sahota,,Restaurants,PARTNERSHIP,mumbai,Maharashtra,2025-09-12 13:03:44,XXXX8202,Active,"₹1,242.85"
MCH2284,Nayak Group,5699,Apparel,PRIVATE-LIMITED,mumbai,Maharashtra,2025-10-01 04:44:36,XXXX8146,Suspended,998.20
MCH2727,"viswanathan, kamdar and raman",4814,TELECOM,PARTNERSHIP,Jaipur,Rajasthan,01-22-2026,,Active,"2,886.20"
MCH9255,"Hegde, Dass and Sehgal",5699,garments,Private Limited,amritsar,Punjab,2023-07-19 10:19:06,NA,ACTIVE,"1,054.61"
mch2752,Palla LLC,4131,TRAVEL,sole_proprietor,lucknow,Uttar Pradesh,1673646249,XXXX1787,Live,69.28
MCH1216,Mani Ltd,5999,Misc Retail,sole_proprietor,amritsar,Punjab,2025-04-05 19:50:02,WWHE9096090604868,ACTIVE,Rs. 228
MCH2550,"  Basu, Madan and Chaudry  ",5999,Miscellaneous,PRIVATE_LIMITED,pune,Maharashtra,23/10/2024 11:38 AM,,A,"1,412.55"
MCH 7627,Lata-Ray,4131,Transport,INDIVIDUAL,mumbai,Maharashtra,17/05/2025,3611125475,Active,1169.55
MCH5992,"Anne, Gole and Bhatnagar",05912,chemist,PRIVATE_LIMITED,Ludhiana,Punjab,31/12/2025,QOVD2358529671548,Active,1637.97
mch1747,  Ray Inc  ,5812,eating place,SOLE-PROPRIETOR,Poona,Maharashtra,04/11/2023,YGJM1546623351510,ACTIVE,₹115.81
MCH9223,D’Alia-Hans,5699,garments,PARTNERSHIP,Madras,Tamil Nadu,2024-12-09 02:24:19,IGRU6773049024506,Enabled,Rs. 376
MCH4678,"Yogi, Goel and Chaudry",5912,chemist,SOLE_PROPRIETOR,Amritsar,Punjab,2025-10-11 23:31:36,8030844375,A,1363.28
MCH6170,Gh0se-Mann,5999,Miscellaneous,private_limited,LKO,Uttar Pradesh,05-Sep-2023,5980501724,ACTIVE,"1,120.12"
MCH4639,Chaudhry-Bath,5912.0,Medical,PARTNERSHIP,jalandhar,Punjab,2023-05-11 10:36:23,XXXX7667,Enabled,₹295.45
MCH-1792,"Suresh, Chada and Mahal",5311,DEPT_STORE,Sole Proprietor,Calcutta,West Bengal,24/03/2025,XXXX6459,A,
MCH-8952,"varghese, korpal and dora",5912,Medical,Sole Proprietor,Madras,Tamil Nadu,2024/08/10,,ACTIVE,987.96
MCH-3888,"Gandhi, Cherian and Chhabra",4814,phone service,Partnership,Hyderabad,Telangana,27/02/2025,8744798624,Enabled,-1400.8
MCH5488,Chaudry-Garde,05411,kirana,individual,Kolkata,West Bengal,2023/03/31,NA,A,Rs. 405
MCH6184,Peri-R0ut,4131,Bus/Taxi,SOLE-PROPRIETOR,MUMBAI,Maharashtra,,XXXX1239,ACTIVE,"INR 1,637.73"
MCH2535,Pall-Dugar,5942,Books,Private Limited,mumbai,Maharashtra,2024/08/29,4792112625,ACTIVE,INR 978.69
MCH 5766,Varkey-Datta,4814.0,Telecom,Private Limited,Mumbai,Maharashtra,02-18-2024,,Enabled,-1162.56
mch5019,Parikh Group,4814,TELECOM,PARTNERSHIP,Hyd,Telangana,2023-05-07 05:57:41,NA,Enabled,1075.9
MCH9718,Raval and Sons,5812,eating place,individual,Bengaluru,Karnataka,2026/01/04,6381850074,Active,"₹3,311.57"
MCH5845,Buch PLC,MCC-5311,Retail,SOLE_PROPRIETOR,ludhiana,Punjab,2025/09/25,8892986940,Enabled,1603.87
mch1195,Parekh-Patla,5942.0,BOOKS_STATIONERY,PARTNERSHIP,ludhiana,Punjab,27-Jun-2023,,Active,741.86
MCH9216,AMBLE-THAMAN,UNKNOWN,chemist,partnership,Ludhiana,Punjab,2025/02/10,TRSX1584484080188,A,"2,329.15"
MCH-4451,Bansal-Tak,7011,Hospitality,Individual,amritsar,Punjab,,NA,Enabled,
MCH1153,"Oommen, Sastry and Varty",5311,Department Store,PRIVATE-LIMITED,ASR,Punjab,06-17-2024,XXXX3616,Enabled,873.51
MCH1661,kothari-dara,05912,MEDICAL_STORE,partnership,HYDERABAD,Telangana,1768601404,XXXX7371,Enabled,
MCH-6866,Gill-Shere,NA,BOOKS_STATIONERY,Individual,Calcutta,West Bengal,03/01/2025,XXXX3682,A,"Rs. 4,194"
mch6392,Golla-Pau,,Other,private_limited,Dilli,Delhi,2025-01-04 07:52:24,TXWK8189724291317,ACTIVE,471.06
