txn_id,timestamp,timestamp_status,user_id,merchant_id,amount,amount_status,utr,utr_status,mcc,mcc_status,status,full_name,pan,pan_status,aadhaar,aadhaar_status,date_of_birth,age_status,city,state,monthly_income,income_status,occupation,signup_timestamp,signup_date,account_age_days,signup_status,risk_segment,kyc_status,merchant_name,mcc_mer,merchant_category,business_type,city_mer,state_mer,onboarding_date,settlement_account,merchant_status,declared_avg_ticket_size,merchant_id_category,onboarding_date_status,settlement_account_status,merchant_status_status,ticket_size_status,txn_id_clean,dispute_count,total_disputed_amount,latest_reported,top_reason_code,max_severity,is_kyc_linked,is_merchant_linked,is_disputed,mcc_derived,age,flag_amount_anomaly,flag_utr_invalid,flag_missing_utr_and_failed,flag_mcc_invalid,flag_kyc_doc_invalid,flag_kyc_doc_missing,flag_underage,flag_income_anomaly,flag_rejected_kyc_active,flag_under_review_kyc_active,flag_brand_new_account,flag_merchant_suspended,flag_merchant_status_unknown,flag_ticket_size_imputed,flag_amount_vs_ticket_mismatch,flag_high_severity_dispute,flag_unauthorized_reason,flag_disputed_amount_mismatch,flag_unlinked_kyc,flag_unlinked_merchant,txn_hour,txn_day_of_week,is_weekend,is_night_txn,flag_round_amount,signup_date_parsed,days_since_signup_at_txn,user_txn_count,user_total_volume,user_dispute_count,user_failed_count,user_distinct_merchants,user_max_single_txn,user_failed_rate,user_avg_amount,user_std_amount,user_amount_zscore,flag_amount_zscore_outlier,user_income_to_spend_ratio,flag_income_spend_mismatch,flag_new_account_high_volume,flag_invalid_kyc_high_volume,merchant_txn_count,merchant_total_volume,merchant_dispute_count,merchant_disputed_txn_count,merchant_chargeback_ratio,merchant_ratio_insufficient_sample,flag_merchant_above_category_median,category_txn_count,category_total_volume,category_dispute_count,category_chargeback_ratio,user_cycle_score,merchant_cycle_score,flag_count,fraud_risk_score,risk_tier
TXN00000850,2026-02-17 01:11:34,VALID,USR75377,MCH5241,14888.67,VALID,UTR5122884675,VALID,7011.0,VALID,SUCCESS,Gaurang Gandhi,DGGNN4567Z,VALID,025151331019,VALID,1999-06-09,VALID,Kolkata,West Bengal,,MISSING,Gig Worker,22-Apr-2025,2025-04-22,509.0,DATE_ONLY,Low,APPROVED,,,,,,,,,,,,,,,,TXN00000850,1.0,1203.18,2026-01-20 00:00:00,UNAUTHORIZED_TRANSACTION,MEDIUM,True,False,True,0,27.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,1,1,False,True,False,2025-04-22,301.0,1,14888.67,1.0,0,1,14888.67,0.0,14888.67,,,False,,False,False,False,1,14888.67,1.0,1,,True,False,,,,,0.0,0.0,3,0.08333333333333333,LOW
TXN00018258,2026-01-10 17:03:45,VALID,USR21386,MCH4685,7668.38,VALID,UTR0267873736,VALID,5411.0,VALID,SUCCESS,,,,,,,,,,,,,,,,,,,Mukhopadhyay Cheema,5942.0,Books & Stationery,Private Limited,Chennai,Tamil Nadu,2023-07-22,3857368814,Suspended,975.635,Found Duplicate,present,VALID_NUMERIC,PROVIDED,MISSING_OR_INVALID,,,,,,,False,True,False,0,,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,17,5,True,False,False,,,1,7668.38,0.0,0,1,7668.38,0.0,7668.38,,,False,,False,False,False,4,10703.090000000004,0.0,0,0.0,False,False,850.0,10256313.08,112.0,0.13176470588235295,0.0,0.7,2,0.12555555555555553,LOW
TXN00006844,2026-02-23 09:57:58,VALID,USR84957,MCH4551,2144.36,VALID,UTR1432805637,VALID,5411.0,VALID,SUCCESS,,,,,,,,,,,,,,,,,,,Sura Group,5699.0,Apparel,Sole Proprietorship,Jalandhar,Punjab,2023-06-01,XXXX0235,Active,3287.63,Unique,present,MASKED,PROVIDED,PROVIDED,,,,,,,False,True,False,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,9,0,False,False,False,,,1,2144.36,0.0,0,1,2144.36,0.0,2144.36,,,False,,False,False,False,3,38029.020000000004,0.0,0,0.0,False,False,884.0,10588724.41,110.0,0.1244343891402715,0.0,0.7,0,0.06999999999999999,LOW
TXN00012482,2026-03-27 02:59:16,VALID,USR26056,MCH5747,21329.25,VALID,UTR5317292082,VALID,5812.0,MISSING,FAILED,,,,,,,,,,,,,,,,,,,"Narasimhan, Doshi And Pall",5812.0,Food & Restaurant,Private Limited,Kolkata,West Bengal,2025-05-08,XXXX9034,Active,4280.12,Unique,present,MASKED,PROVIDED,PROVIDED,,,,,,,False,True,False,1,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2,4,False,True,False,,,1,21329.25,0.0,1,1,21329.25,1.0,21329.25,,,False,,False,False,False,2,32993.95,0.0,0,,True,False,843.0,10088669.0,107.0,0.1269276393831554,0.0,0.0,1,0.027777777777777776,LOW
TXN00018754,2026-01-27 23:42:38,VALID,USR73249,MCH8443,3350.42,VALID,UTR0587095815,VALID,5812.0,VALID,SUCCESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,23,1,False,False,False,,,3,29767.329999999998,1.0,0,3,21232.09,0.0,9922.443333333333,9837.293155824591,-0.6680723273395675,False,,False,False,False,6,73917.76999999999,0.0,0,0.0,False,False,,,,,0.0,0.0,0,0.0,LOW
TXN00001719,2026-01-04 05:44:41,VALID,USR52534,MCH3352,24592.0,VALID,UTR2497852829,VALID,5812.0,VALID,SUCCESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,5,6,True,False,False,,,1,24592.0,0.0,0,1,24592.0,0.0,24592.0,,,False,,False,False,False,7,112964.43000000001,0.0,0,0.0,False,False,,,,,0.0,0.0,0,0.0,LOW
TXN00013769,2026-03-01 19:37:27,VALID,USR59377,MCH7451,18971.51,VALID,UTR3021874476,VALID,7011.0,VALID,SUCCESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,19,6,True,False,False,,,2,36246.7,0.0,0,2,18971.51,0.0,18123.35,1199.4793750623642,0.7071067811865475,False,,False,False,False,6,71596.89,1.0,1,0.16666666666666666,False,False,,,,,0.0,0.0,0,0.049999999999999996,LOW
TXN00019164,2026-03-13 17:24:30,VALID,USR12128,MCH2632,3067.9,VALID,UTR0104238946,VALID,5311.0,MISSING,SUCCESS,,,,,,,,,,,,,,,,,,,Agate Gandhi,5311.0,Department Store,Partnership,Chennai,Tamil Nadu,2026-01-14,ZCSO2053232739383,Active,243.56,Unique,present,ALPHANUMERIC_IBAN,PROVIDED,PROVIDED,TXN00019164,1.0,1364.5,2026-02-12 07:08:18,UNAUTHORIZED_TRANSACTION,LOW,False,True,True,1,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,17,4,False,False,False,,,2,3838.1800000000003,1.0,0,2,3067.9,0.0,1919.0900000000001,1624.6626825898354,0.7071067811865475,False,,False,False,False,4,41688.75,1.0,1,0.25,False,True,725.0,8779829.22,85.0,0.11724137931034483,0.0,0.0,4,0.18611111111111112,MEDIUM
TXN00013256,2026-01-06 16:19:08,VALID,USR15898,MCH8865,6651.0,VALID,UTR2455161111,VALID,5812.0,VALID,FAILED,,,,,,,,,,,,,,,,,,,Wali Yogi,5942.0,Books & Stationery,Partnership,Pune,Maharashtra,,ADDY9100060907565,Active,0.1783,Unique,missing,ALPHANUMERIC_IBAN,PROVIDED,PROVIDED,,,,,,,False,True,False,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,16,1,False,False,False,,,1,6651.0,0.0,1,1,6651.0,1.0,6651.0,,,False,,False,False,False,3,38866.96,0.0,0,0.0,False,False,850.0,10256313.08,112.0,0.13176470588235295,0.0,0.0,1,0.027777777777777776,LOW
TXN00006412,2026-03-17 15:35:03,VALID,USR78645,MCH5310,8812.25,VALID,,MISSING,,MISSING,SUCCESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,0,,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,15,1,False,False,False,,,1,8812.25,0.0,0,1,8812.25,0.0,8812.25,,,False,,False,False,False,4,39401.08,0.0,0,0.0,False,False,,,,,0.0,0.0,0,0.0,LOW
TXN00011044,2026-02-02 13:34:39,VALID,USR77936,MCH1250,17812.73,VALID,UTR6858905892,VALID,5912.0,VALID,SUCCESS,,,,,,,,,,,,,,,,,,,Bhardwaj Wable,4131.0,Transport & Travel,Private Limited,Pune,Maharashtra,2025-04-11,,Active,0.515,Found Duplicate,present,MISSING,PROVIDED,PROVIDED,,,,,,,False,True,False,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,13,0,False,False,False,,,1,17812.73,0.0,0,1,17812.73,0.0,17812.73,,,False,,False,False,False,2,19895.079999999998,0.0,0,,True,False,991.0,11848066.26,143.0,0.1442986881937437,0.0,0.0,1,0.027777777777777776,LOW
TXN00010411,2026-03-27 09:40:45,VALID,USR89877,MCH2258,19845.0,VALID,UTR0059388177,VALID,4131.0,VALID,SUCCESS,,,,,,,,,,,,,,,,,,,Walia Group,5311.0,Department Store,Sole Proprietorship,Jalandhar,Punjab,2025-10-14,XXXX1416,Active,1902.49,Unique,present,MASKED,PROVIDED,PROVIDED,,,,,,,False,True,False,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,9,4,False,False,False,,,1,19845.0,0.0,0,1,19845.0,0.0,19845.0,,,False,,False,False,False,5,83676.79,0.0,0,0.0,False,False,725.0,8779829.22,85.0,0.11724137931034483,0.0,0.0,1,0.027777777777777776,LOW
TXN00014529,2026-03-04 04:41:14,VALID,USR94277,MCH5752,20660.72,VALID,UTR0180120804,VALID,5411.0,VALID,SUCCESS,Krish Venkataraman,PCBBA7643F,VALID,837245393756,VALID,1980-03-31,VALID,Chennai,Tamil Nadu,-75526.0,NEGATIVE,Business Owner,2024-08-04 13:36:17,2024-08-04,770.0,VALID,Low,UNDER_REVIEW,,,,,,,,,,,,,,,,,,,,,,True,False,False,0,46.0,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,4,2,False,True,False,2024-08-04,577.0,3,54147.86,1.0,0,3,20660.72,0.0,18049.286666666667,2971.6065449068674,0.8787951210462752,False,,False,False,False,3,23901.88,0.0,0,0.0,False,False,,,,,0.0,0.0,2,0.05555555555555555,LOW
TXN00019725,2026-01-23 21:18:44,VALID,USR94559,MCH6661,6733.59,VALID,UTR6209030743,VALID,5411.0,VALID,SUCCESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,21,4,False,False,False,,,2,12034.33,0.0,0,2,6733.59,0.0,6017.165,1013.1779514231449,0.7071067811865475,False,,False,False,False,3,25133.18,0.0,0,0.0,False,False,,,,,0.0,0.0,0,0.0,LOW
TXN00011416,2026-05-03 22:31:43,VALID,USR32332,MCH6004,7641.48,VALID,UTR6217461387,VALID,7011.0,VALID,SUCCESS,,,,,,,,,,,,,,,,,,,Raval And Sons,5812.0,Food & Restaurant,Partnership,Bengaluru,Karnataka,2025-10-20,,Active,477.72,Unique,present,MISSING,PROVIDED,PROVIDED,TXN00011416,1.0,648.02,2026-03-05 00:00:00,SERVICE_NOT_PROVIDED,HIGH,False,True,True,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,22,6,True,False,False,,,1,7641.48,1.0,0,1,7641.48,0.0,7641.48,,,False,,False,False,False,3,42943.01,1.0,1,0.3333333333333333,False,True,843.0,10088669.0,107.0,0.1269276393831554,0.0,0.0,4,0.21111111111111108,MEDIUM
TXN00003506,2026-02-22 04:30:25,VALID,USR13160,MCH8151,15569.54,VALID,,MISSING,7011.0,VALID,SUCCESS,,,,,,,,,,,,,,,,,,,Dalal Plc,5699.0,Apparel,Individual,Jalandhar,Punjab,2024-08-01,WQMC9295186993346,Active,0.12,Found Duplicate,present,ALPHANUMERIC_IBAN,PROVIDED,PROVIDED,,,,,,,False,True,False,0,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,4,6,True,True,False,,,1,15569.54,0.0,0,1,15569.54,0.0,15569.54,,,False,,False,False,False,4,42068.729999999996,0.0,0,0.0,False,False,884.0,10588724.41,110.0,0.1244343891402715,0.0,0.0,2,0.05555555555555555,LOW
TXN00011158,2026-01-19 19:37:16,VALID,USR72168,MCH9119,4499.05,VALID,UTR5800999285,VALID,5411.0,VALID,SUCCESS,,,,,,,,,,,,,,,,,,,Dyal Salvi,4814.0,Telecom,Partnership,Chennai,Tamil Nadu,2023-04-20,,Unknown,6428.96,Unique,present,MISSING,PROVIDED,PROVIDED,,,,,,,False,True,False,0,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,19,0,False,False,False,,,2,22561.16,0.0,0,2,18062.11,0.0,11280.58,9590.531699640014,-0.7071067811865476,False,,False,False,False,4,47636.200000000004,1.0,1,0.25,False,True,1079.0,13002303.95,143.0,0.13253012048192772,0.0,0.0,1,0.10277777777777777,LOW
TXN00011203,2026-01-22 11:13:54,VALID,USR37392,MCH7177,15165.38,VALID,UTR8880482664,VALID,5812.0,VALID,PROCESSING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,11,3,False,False,False,,,1,15165.38,0.0,0,1,15165.38,0.0,15165.38,,,False,,False,False,False,4,45022.38,0.0,0,0.0,False,False,,,,,0.0,0.0,0,0.0,LOW
TXN00003168,2026-02-21 16:26:30,VALID,USR93454,MCH1195,2643.78,VALID,UTR8900651687,VALID,5411.0,VALID,FAILED,,,,,,,,,,,,,,,,,,,Cherian Rana,4131.0,Transport & Travel,Sole Proprietorship,Jalandhar,Punjab,2025-09-09,,Unknown,364.17,Found Duplicate,present,MISSING,PROVIDED,PROVIDED,TXN00003168,1.0,2132.64,2026-03-01 00:00:00,UNAUTHORIZED_TRANSACTION,MEDIUM,False,True,True,0,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,False,16,5,True,False,False,,,1,2643.78,1.0,1,1,2643.78,1.0,2643.78,,,False,,False,False,False,7,77885.89,3.0,3,0.42857142857142855,False,True,991.0,11848066.26,143.0,0.1442986881937437,0.75,0.75,4,0.3896825396825397,HIGH
TXN00019352,2026-03-23 07:49:51,VALID,USR73500,MCH6404,2290.15,VALID,UTR1671219083,VALID,5912.0,VALID,SUCCESS,Frado Dutta,MCTVP8886Q,VALID,218914996190,VALID,1967-02-27,VALID,Delhi,Delhi,-20067.0,NEGATIVE,Retired,11/03/2026 03:55 AM,2026-11-03,-51.0,FUTURE_DATE,Low,PENDING,Tailor Group,5999.0,Other / Misc,Private Limited,Jaipur,Rajasthan,2026-02-04,,Suspended,792.4,Unique,present,MISSING,PROVIDED,PROVIDED,,,,,,,True,True,False,0,59.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,7,0,False,False,False,2026-11-03,-225.0,1,2290.15,0.0,0,1,2290.15,0.0,2290.15,,,False,,False,False,False,3,47193.51,0.0,0,0.0,False,False,1230.0,14529247.47,168.0,0.13658536585365855,0.0,0.0,2,0.05555555555555555,LOW
TXN00010619,2026-02-26 06:15:21,VALID,USR14115,MCH2163,3372.0,VALID,UTR5948494931,VALID,5812.0,VALID,SUCCESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,6,3,False,False,False,,,1,3372.0,0.0,0,1,3372.0,0.0,3372.0,,,False,,False,False,False,5,55416.53,0.0,0,0.0,False,False,,,,,0.0,0.0,0,0.0,LOW
TXN00006823,2026-03-24 03:21:21,VALID,USR60145,MCH4279,24381.36,VALID,UTR0635680614,VALID,,MISSING,FAILED,Ojasvi Gala,AJDEP6703K,VALID,1609200448,INVALID,,MISSING_DOB,Delhi,Delhi,23304.0,STANDARD_INCOME,Gig Worker,31/10/2025,2025-10-31,317.0,DATE_ONLY,Low,APPROVED,,,,,,,,,,,,,,,,,,,,,,True,False,False,0,,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,3,1,False,True,False,2025-10-31,144.0,1,24381.36,0.0,1,1,24381.36,1.0,24381.36,,,False,0.08718589083419155,False,False,False,2,25161.670000000002,1.0,1,,True,False,,,,,0.0,0.0,2,0.05555555555555555,LOW
TXN00002336,2026-02-01 05:12:41,VALID,USR39339,MCH2904,9602.0,VALID,UTR4245958091,VALID,7011.0,VALID,PROCESSING,,,,,,,,,,,,,,,,,,,Iyengar Comar,5999.0,Other / Misc,Private Limited,Delhi,Delhi,2026-05-01,XXXX7160,Active,1147.91,Unique,present,MASKED,PROVIDED,PROVIDED,,,,,,,False,True,False,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,5,6,True,False,False,,,1,9602.0,0.0,0,1,9602.0,0.0,9602.0,,,False,,False,False,False,1,9602.0,0.0,0,,True,False,1230.0,14529247.47,168.0,0.13658536585365855,0.0,0.0,1,0.027777777777777776,LOW
TXN00002128,2026-06-01 02:35:14,VALID,USR22930,MCH1546,4157.21,VALID,UTR0931828929,VALID,5411.0,VALID,PROCESSING,Darpan Saxena,SMOPB3912H,VALID,693132941562,VALID,1988-09-25,VALID,Jaipur,Rajasthan,15470.0,STANDARD_INCOME,Freelancer,1720512241,,,MISSING_DATE,Low,REJECTED,,,,,,,,,,,,,,,,,,,,,,True,False,False,0,37.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,2,0,False,True,False,,,1,4157.21,0.0,0,1,4157.21,0.0,4157.21,,,False,0.022393934496875673,False,False,False,7,63855.920000000006,0.0,0,0.0,False,False,,,,,0.0,0.0,2,0.05555555555555555,LOW
TXN00013630,2026-03-09 00:00:00,DATE_ONLY,USR53066,MCH7925,24957.6,VALID,UTR9079524611,VALID,5812.0,VALID,SUCCESS,Jacob Agate,QMQPG3002S,VALID,025476172633,VALID,1975-11-21,VALID,Delhi,Delhi,51954.0,STANDARD_INCOME,Self Employed,17/12/2025 09:33 AM,2025-12-17,270.0,VALID,High,REJECTED,"Bedi, Shroff And Nadkarni",4131.0,Transport & Travel,Sole Proprietorship,Lucknow,Uttar Pradesh,2023-07-07,BECU4208184850705,Active,2480.62,Found Duplicate,present,ALPHANUMERIC_IBAN,PROVIDED,PROVIDED,,,,,,,True,True,False,0,50.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,0,0,False,True,False,2025-12-17,82.0,1,24957.6,0.0,0,1,24957.6,0.0,24957.6,,,False,0.040031566385648844,False,False,False,2,31001.789999999997,0.0,0,,True,False,991.0,11848066.26,143.0,0.1442986881937437,0.0,0.0,3,0.08333333333333333,LOW
TXN00017256,2026-01-26 06:57:42,VALID,USR95601,MCH8973,-19561.75,NEGATIVE,UTR9180560320,VALID,4131.0,VALID,FAILED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,0,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,6,0,False,False,False,,,1,-19561.75,0.0,1,1,-19561.75,1.0,-19561.75,,,False,,False,False,False,2,-9712.71,0.0,0,,True,False,,,,,0.0,0.0,1,0.027777777777777776,LOW
TXN00011628,2026-01-26 21:16:01,VALID,USR27111,MCH6698,12144.3,VALID,UTR8135015319,VALID,4131.0,VALID,SUCCESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TXN00011628,1.0,6328.27,2026-01-13 11:20:14,GENERAL_COMPLAINT,CRITICAL,False,False,True,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,21,0,False,False,False,,,1,12144.3,1.0,0,1,12144.3,0.0,12144.3,,,False,,False,False,False,3,33691.97,1.0,1,0.3333333333333333,False,False,,,,,0.0,0.0,2,0.15555555555555556,MEDIUM
TXN00004938,2026-02-12 04:25:12,VALID,USR45626,MCH2203,14228.2,VALID,UTR0756422105,VALID,5411.0,VALID,FAILED,,,,,,,,,,,,,,,,,,,"Dar, Khurana And Vasa",5812.0,Food & Restaurant,Sole Proprietorship,Jaipur,Rajasthan,2024-05-07,,Active,14312.42,Unique,present,MISSING,PROVIDED,PROVIDED,,,,,,,False,True,False,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,4,3,False,True,False,,,1,14228.2,0.0,1,1,14228.2,1.0,14228.2,,,False,,False,False,False,2,31522.02,0.0,0,,True,False,843.0,10088669.0,107.0,0.1269276393831554,0.0,0.0,1,0.027777777777777776,LOW
TXN00006668,2026-03-10 02:36:00,VALID,USR74631,MCH2375,18613.61,VALID,UTR8845537942,VALID,5411.0,VALID,SUCCESS,Gaurav Devan,WQRAF7704B,VALID,762338891375,VALID,1993-04-17,VALID,Pune,Maharashtra,35071.0,STANDARD_INCOME,Unemployed,2025/09/08,2025-09-08,370.0,DATE_ONLY,Unknown,APPROVED,,,,,,,,,,,,,,,,TXN00006668,1.0,1736.0,2026-01-30 00:00:00,GENERAL_COMPLAINT,HIGH,True,False,True,0,33.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,2,1,False,True,False,2025-09-08,183.0,1,18613.61,1.0,0,1,18613.61,0.0,18613.61,,,False,0.04422839858192429,False,False,False,2,34259.09,1.0,1,,True,False,,,,,0.0,0.0,3,0.08333333333333333,LOW
TXN00005083,2026-03-17 07:56:43,VALID,USR30572,MCH1129,-20938.44,NEGATIVE,UTR8762023522,VALID,7011.0,VALID,SUCCESS,Henry Borde,JPZID6484T,VALID,934853742428,VALID,,MISSING_DOB,Lucknow,Uttar Pradesh,31469.0,STANDARD_INCOME,Unemployed,06-01-2025,2025-06-01,469.0,DATE_ONLY,Medium,APPROVED,,,,,,,,,,,,,,,,TXN00005083,1.0,448.0,2026-01-31 14:31:24,SERVICE_NOT_PROVIDED,MEDIUM,True,False,True,0,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,7,1,False,False,False,2025-06-01,289.0,1,-20938.44,1.0,0,1,-20938.44,0.0,-20938.44,,,False,-0.05544726556293495,False,False,False,4,32213.09,1.0,1,0.25,False,False,,,,,0.0,0.0,2,0.13055555555555554,LOW
TXN00007519,2026-03-18 02:21:33,VALID,USR59352,MCH2252,19676.53,VALID,UTR4646980719,VALID,4131.0,VALID,SUCCESS,Upadhriti Chand,GMYXS6788Q,VALID,965559431599,VALID,2005-12-11,VALID,Kolkata,West Bengal,,MISSING,Freelancer,27/03/2026,2026-03-27,170.0,DATE_ONLY,Low,APPROVED,,,,,,,,,,,,,,,,TXN00007519,1.0,2490.54,2026-03-06 00:00:00,SERVICE_NOT_PROVIDED,LOW,True,False,True,0,20.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,2,2,False,True,False,2026-03-27,-9.0,1,19676.53,1.0,0,1,19676.53,0.0,19676.53,,,False,,False,False,False,1,19676.53,1.0,1,,True,False,,,,,0.0,0.0,2,0.05555555555555555,LOW
TXN00004477,2026-02-17 12:56:55,VALID,USR12348,MCH4406,10465.55,VALID,UTR9937786440,VALID,7011.0,VALID,SUCCESS,,,,,,,,,,,,,,,,,,,"Chand, Ahuja And Behl",7011.0,Hospitality & Hotels,Private Limited,Pune,Maharashtra,2023-06-09,,Active,0.3629,Unique,present,MISSING,PROVIDED,PROVIDED,,,,,,,False,True,False,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,12,1,False,False,False,,,1,10465.55,0.0,0,1,10465.55,0.0,10465.55,,,False,,False,False,False,2,26649.629999999997,0.0,0,,True,False,950.0,11123760.77,125.0,0.13157894736842105,0.0,0.0,1,0.027777777777777776,LOW
TXN00008564,2026-02-05 15:21:54,VALID,USR14359,MCH8601,22047.55,VALID,UTR4376730718,VALID,5411.0,VALID,SUCCESS,,,,,,,,,,,,,,,,,,,Chahal Parekh,5812.0,Food & Restaurant,Private Limited,Amritsar,Punjab,2025-02-20,SPNT7219401023773,Unknown,600.58,Unique,present,ALPHANUMERIC_IBAN,PROVIDED,PROVIDED,TXN00008564,1.0,7520.47,2026-03-20 12:52:19,SERVICE_NOT_PROVIDED,MEDIUM,False,True,True,0,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,15,3,False,False,False,,,1,22047.55,1.0,0,1,22047.55,0.0,22047.55,,,False,,False,False,False,2,24270.87,1.0,1,,True,False,843.0,10088669.0,107.0,0.1269276393831554,0.0,0.0,2,0.05555555555555555,LOW
TXN00010299,2026-02-02 18:56:28,VALID,USR62336,MCH8936,1146.71,VALID,UTR3036140976,VALID,5411.0,VALID,SUCCESS,Peter Chakrabarti,BAZWY6317K,VALID,763255374073,VALID,1977-06-17,VALID,Jalandhar,Punjab,13879.0,STANDARD_INCOME,Self Employed,09/11/2025,2025-09-11,367.0,DATE_ONLY,Low,APPROVED,,,,,,,,,,,,,,,,,,,,,,True,False,False,0,49.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,18,0,False,False,False,2025-09-11,144.0,3,14411.79,1.0,0,3,10815.59,0.0,4803.93,5246.841992932511,-0.6970326159862009,False,0.08653235103393617,False,False,False,5,38123.75,1.0,1,0.2,False,False,,,,,0.7,0.0,0,0.13,LOW
TXN00000423,2026-02-18 19:43:34,VALID,USR33426,MCH3368,2289.24,VALID,UTR0915808900,VALID,5812.0,VALID,SUCCESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,19,2,False,False,False,,,2,16642.25,0.0,0,2,14353.01,0.0,8321.125,8530.373573674837,-0.7071067811865476,False,,False,False,False,3,28620.07,1.0,1,0.3333333333333333,False,False,,,,,0.0,0.0,0,0.09999999999999999,LOW
TXN00018119,2026-03-30 01:06:38,VALID,USR70015,MCH7535,18107.57,VALID,UTR4890046040,VALID,5812.0,VALID,SUCCESS,Hemal Parmar,TVGXH6128Y,VALID,564320943282,VALID,1966-01-26,VALID,Delhi,Delhi,26901.0,STANDARD_INCOME,Salaried,2024/11/22,2024-11-22,660.0,DATE_ONLY,Medium,APPROVED,,,,,,,,,,,,,,,,,,,,,,True,False,False,0,60.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1,0,False,True,False,2024-11-22,493.0,3,28736.57,0.0,0,3,18107.57,0.0,9578.856666666667,7386.2761654052265,1.1546702482204618,False,0.0890195221986791,False,False,False,3,57394.47,1.0,1,0.3333333333333333,False,False,,,,,0.0,0.0,1,0.12777777777777777,LOW
TXN00008329,2026-02-22 18:43:39,VALID,USR71894,MCH4925,21607.12,VALID,UTR2167202973,VALID,5411.0,VALID,SUCCESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,18,6,True,False,False,,,1,21607.12,0.0,0,1,21607.12,0.0,21607.12,,,False,,False,False,False,2,34134.03,0.0,0,,True,False,,,,,0.0,0.0,0,0.0,LOW
