ring_id,ring_type,cycle_accounts,entity_count,composite_score,cluster_volume,description
RING-SYNTH-0918,SYNTHETIC_IDENTITY_MULE_RING,USR73167 -> USR73167,2,0.7,24905.65,"Duplicate PAN document shared across 2 customer profiles: Guneet Modi, Guneet Modi"
RING-SYNTH-0917,SYNTHETIC_IDENTITY_MULE_RING,USR36841 -> USR36841,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Naksh Master, Naksh Master"
RING-SYNTH-0916,SYNTHETIC_IDENTITY_MULE_RING,USR30921 -> USR30921,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Chaman Sule, Chaman Sule"
RING-SYNTH-0915,SYNTHETIC_IDENTITY_MULE_RING,USR76695 -> USR76695,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Diya Halder, Diya Halder"
RING-SYNTH-0914,SYNTHETIC_IDENTITY_MULE_RING,USR80702 -> USR80702,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Balvan Bumb, Balvan Bumb"
RING-SYNTH-0913,SYNTHETIC_IDENTITY_MULE_RING,USR99944 -> USR99944,2,0.7,24095.59,"Duplicate PAN document shared across 2 customer profiles: Girindra Varma, Girindra Varma"
RING-SYNTH-0912,SYNTHETIC_IDENTITY_MULE_RING,USR23008 -> USR23008,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Falguni Baria, Falguni Baria"
RING-SYNTH-0911,SYNTHETIC_IDENTITY_MULE_RING,USR85791 -> USR85791,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Champak Krishnan, Champak Krishnan"
RING-SYNTH-0910,SYNTHETIC_IDENTITY_MULE_RING,USR50606 -> USR50606,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Tejas Peri, Tejas Peri"
RING-SYNTH-1166,SYNTHETIC_IDENTITY_MULE_RING,USR70623 -> USR70623,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Akshay Sengupta, Akshay Sengupta"
RING-SYNTH-1183,SYNTHETIC_IDENTITY_MULE_RING,USR84641 -> USR84641,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Bimala Gopal, Bimala Gopal"
RING-SYNTH-1168,SYNTHETIC_IDENTITY_MULE_RING,USR22398 -> USR22398,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Aarna Yogi, Aarna Yogi"
RING-SYNTH-1416,SYNTHETIC_IDENTITY_MULE_RING,USR82740 -> USR82740,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Yadavi Swaminathan, Yadavi Swaminathan"
RING-SYNTH-1425,SYNTHETIC_IDENTITY_MULE_RING,USR80078 -> USR80078,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Hitesh Baria, Hitesh Baria"
RING-SYNTH-1424,SYNTHETIC_IDENTITY_MULE_RING,USR25064 -> USR25064,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Maanas Reddy, Maanas Reddy"
RING-SYNTH-1423,SYNTHETIC_IDENTITY_MULE_RING,USR53637 -> USR53637,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Abeer Mand, Abeer Mand"
RING-SYNTH-1422,SYNTHETIC_IDENTITY_MULE_RING,USR38338 -> USR38338,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Aarush Hans, Aarush Hans"
RING-SYNTH-1421,SYNTHETIC_IDENTITY_MULE_RING,USR38801 -> USR38801,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Atharv Solanki, Atharv Solanki"
RING-SYNTH-1420,SYNTHETIC_IDENTITY_MULE_RING,USR94104 -> USR94104,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Naveen Kanda, Naveen Kanda"
RING-SYNTH-1419,SYNTHETIC_IDENTITY_MULE_RING,USR27796 -> USR27796,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Chaayasinha, Chaayasinha"
RING-SYNTH-1418,SYNTHETIC_IDENTITY_MULE_RING,USR56177 -> USR56177,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Raksha Bera, Raksha Bera"
RING-SYNTH-1417,SYNTHETIC_IDENTITY_MULE_RING,USR79971 -> USR79971,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Chakrika Chana, Chakrika Chana"
RING-SYNTH-1415,SYNTHETIC_IDENTITY_MULE_RING,USR35590 -> USR35590,2,0.7,20065.68,"Duplicate PAN document shared across 2 customer profiles: Varshakala, Varshakala"
RING-SYNTH-1427,SYNTHETIC_IDENTITY_MULE_RING,USR27892 -> USR27892,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Upadhriti Thaker, Upadhriti Thaker"
RING-SYNTH-1414,SYNTHETIC_IDENTITY_MULE_RING,USR98096 -> USR98096,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Radharam, Radharam"
RING-SYNTH-1413,SYNTHETIC_IDENTITY_MULE_RING,USR22003 -> USR22003,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Pahal Bobal, Pahal Bobal"
RING-SYNTH-1412,SYNTHETIC_IDENTITY_MULE_RING,USR18916 -> USR18916,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Azaan Sundaram, Azaan Sundaram"
RING-SYNTH-1411,SYNTHETIC_IDENTITY_MULE_RING,USR98605 -> USR98605,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Ati Buch, Ati Buch"
RING-SYNTH-1410,SYNTHETIC_IDENTITY_MULE_RING,USR29718 -> USR29718,2,0.7,23723.42,"Duplicate PAN document shared across 2 customer profiles: Ekansh Butala, Ekansh Butala"
RING-SYNTH-1409,SYNTHETIC_IDENTITY_MULE_RING,USR93878 -> USR93878,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Wahab Nayar, Wahab Nayar"
RING-SYNTH-1408,SYNTHETIC_IDENTITY_MULE_RING,USR89116 -> USR89116,2,0.7,25529.06,"Duplicate PAN document shared across 2 customer profiles: Widisha Sule, Widisha Sule"
RING-SYNTH-1407,SYNTHETIC_IDENTITY_MULE_RING,USR51714 -> USR51714,2,0.7,22784.43,"Duplicate PAN document shared across 2 customer profiles: Anamika Chaudhry, Anamika Chaudhry"
RING-SYNTH-1406,SYNTHETIC_IDENTITY_MULE_RING,USR46411 -> USR46411,2,0.7,432.16,"Duplicate PAN document shared across 2 customer profiles: Eshana Arora, Eshana Arora"
RING-SYNTH-1426,SYNTHETIC_IDENTITY_MULE_RING,USR13453 -> USR13453,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Omya Srinivasan, Omya Srinivasan"
RING-SYNTH-1428,SYNTHETIC_IDENTITY_MULE_RING,USR83207 -> USR83207,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Divya Murty, Divya Murty"
RING-SYNTH-1357,SYNTHETIC_IDENTITY_MULE_RING,USR21297 -> USR21297,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Amaira Kaur, Amaira Kaur"
RING-SYNTH-1440,SYNTHETIC_IDENTITY_MULE_RING,USR73933 -> USR73933,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Vinaya Handa, Vinaya Handa"
RING-SYNTH-1449,SYNTHETIC_IDENTITY_MULE_RING,USR52606 -> USR52606,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Wakeetamahajan, Wakeetamahajan"
RING-SYNTH-1448,SYNTHETIC_IDENTITY_MULE_RING,USR47231 -> USR47231,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Quincy Chacko, Quincy Chacko"
RING-SYNTH-1447,SYNTHETIC_IDENTITY_MULE_RING,USR81857 -> USR81857,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Ojas Raghavan, Ojas Raghavan"
RING-SYNTH-1446,SYNTHETIC_IDENTITY_MULE_RING,USR49920 -> USR49920,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Ekavir Sheth, Ekavir Sheth"
RING-SYNTH-1445,SYNTHETIC_IDENTITY_MULE_RING,USR80761 -> USR80761,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Lavanya Shah, Lavanya Shah"
RING-SYNTH-1444,SYNTHETIC_IDENTITY_MULE_RING,USR38016 -> USR38016,2,0.7,3433.0,"Duplicate PAN document shared across 2 customer profiles: Chakradev Wason, Chakradev Wason"
RING-SYNTH-1443,SYNTHETIC_IDENTITY_MULE_RING,USR65065 -> USR65065,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Kevin Krishnamurthy, Kevin Krishnamurthy"
RING-SYNTH-1442,SYNTHETIC_IDENTITY_MULE_RING,USR23507 -> USR23507,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Anjali Sachdev, Anjali Sachdev"
RING-SYNTH-1441,SYNTHETIC_IDENTITY_MULE_RING,USR24887 -> USR24887,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Samesh Dara, Samesh Dara"
RING-SYNTH-1439,SYNTHETIC_IDENTITY_MULE_RING,USR19632 -> USR19632,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Gautami Vala, Gautami Vala"
RING-SYNTH-1429,SYNTHETIC_IDENTITY_MULE_RING,USR96820 -> USR96820,2,0.7,14115.4,"Duplicate PAN document shared across 2 customer profiles: Dalaja Kala, Dalaja Kala"
RING-SYNTH-1438,SYNTHETIC_IDENTITY_MULE_RING,USR22232 -> USR22232,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Girindra Dar, Girindra Dar"
RING-SYNTH-1437,SYNTHETIC_IDENTITY_MULE_RING,USR73326 -> USR73326,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Theodore Hora, Theodore Hora"
RING-SYNTH-1436,SYNTHETIC_IDENTITY_MULE_RING,USR51989 -> USR51989,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Alexander Grewal, Alexander Grewal"
RING-SYNTH-1435,SYNTHETIC_IDENTITY_MULE_RING,USR28715 -> USR28715,2,0.7,1631.19,"Duplicate PAN document shared across 2 customer profiles: Yoshita Hayre, Yoshita Hayre"
RING-SYNTH-1434,SYNTHETIC_IDENTITY_MULE_RING,USR14918 -> USR14918,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Kala Saraf, Kala Saraf"
RING-SYNTH-1433,SYNTHETIC_IDENTITY_MULE_RING,USR47665 -> USR47665,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Alka Bhargava, Alka Bhargava"
RING-SYNTH-1432,SYNTHETIC_IDENTITY_MULE_RING,USR93965 -> USR93965,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Devansh Atwal, Devansh Atwal"
RING-SYNTH-1431,SYNTHETIC_IDENTITY_MULE_RING,USR80634 -> USR80634,2,0.7,21365.67,"Duplicate PAN document shared across 2 customer profiles: Nidhi Doctor, Nidhi Doctor"
RING-SYNTH-1430,SYNTHETIC_IDENTITY_MULE_RING,USR85416 -> USR85416,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Divya Sehgal, Divya Sehgal"
RING-SYNTH-1405,SYNTHETIC_IDENTITY_MULE_RING,USR56005 -> USR56005,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Dakshesh Mittal, Dakshesh Mittal"
RING-SYNTH-1404,SYNTHETIC_IDENTITY_MULE_RING,USR56835 -> USR56835,2,0.7,17058.0,"Duplicate PAN document shared across 2 customer profiles: Anjali Malhotra, Anjali Malhotra"
RING-SYNTH-1403,SYNTHETIC_IDENTITY_MULE_RING,USR35600 -> USR35600,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Quincy Arya, Quincy Arya"
RING-SYNTH-1369,SYNTHETIC_IDENTITY_MULE_RING,USR73006 -> USR73006,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Girish Pingle, Girish Pingle"
RING-SYNTH-1378,SYNTHETIC_IDENTITY_MULE_RING,USR69940 -> USR69940,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Nirjaupadhyay, Nirjaupadhyay"
RING-SYNTH-1377,SYNTHETIC_IDENTITY_MULE_RING,USR53742 -> USR53742,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Aashi Kapoor, Aashi Kapoor"
RING-SYNTH-1376,SYNTHETIC_IDENTITY_MULE_RING,USR60067 -> USR60067,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Sai Kibe, Sai Kibe"
RING-SYNTH-1375,SYNTHETIC_IDENTITY_MULE_RING,USR46128 -> USR46128,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Faris Ganesh, Faris Ganesh"
RING-SYNTH-1374,SYNTHETIC_IDENTITY_MULE_RING,USR39978 -> USR39978,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: George Sahni, George Sahni"
RING-SYNTH-1373,SYNTHETIC_IDENTITY_MULE_RING,USR57441 -> USR57441,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Ranveer Majumdar, Ranveer Majumdar"
RING-SYNTH-1372,SYNTHETIC_IDENTITY_MULE_RING,USR15257 -> USR15257,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Mason Chanda, Mason Chanda"
RING-SYNTH-1371,SYNTHETIC_IDENTITY_MULE_RING,USR17255 -> USR17255,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Anusha Pant, Anusha Pant"
RING-SYNTH-1370,SYNTHETIC_IDENTITY_MULE_RING,USR75673 -> USR75673,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Reyansh Bawa, Reyansh Bawa"
RING-SYNTH-1368,SYNTHETIC_IDENTITY_MULE_RING,USR33204 -> USR33204,2,0.7,21012.84,"Duplicate PAN document shared across 2 customer profiles: Veer Shenoy, Veer Shenoy"
RING-SYNTH-1402,SYNTHETIC_IDENTITY_MULE_RING,USR17634 -> USR17634,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Xiti Raman, Xiti Raman"
RING-SYNTH-1367,SYNTHETIC_IDENTITY_MULE_RING,USR77402 -> USR77402,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Keya Kanda, Keya Kanda"
RING-SYNTH-1366,SYNTHETIC_IDENTITY_MULE_RING,USR21657 -> USR21657,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Jatin Kant, Jatin Kant"
RING-SYNTH-1365,SYNTHETIC_IDENTITY_MULE_RING,USR64110 -> USR64110,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Shaurya Sen, Shaurya Sen"
RING-SYNTH-1364,SYNTHETIC_IDENTITY_MULE_RING,USR26012 -> USR26012,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Samuel Bora, Samuel Bora"
RING-SYNTH-1363,SYNTHETIC_IDENTITY_MULE_RING,USR76807 -> USR76807,2,0.7,18600.19,"Duplicate PAN document shared across 2 customer profiles: Praneel Buch, Praneel Buch"
RING-SYNTH-1362,SYNTHETIC_IDENTITY_MULE_RING,USR14915 -> USR14915,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Vedika D'Alia, Vedika D'Alia"
RING-SYNTH-1361,SYNTHETIC_IDENTITY_MULE_RING,USR57329 -> USR57329,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Aachal Tank, Aachal Tank"
RING-SYNTH-1360,SYNTHETIC_IDENTITY_MULE_RING,USR34268 -> USR34268,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Ijaya Sathe, Ijaya Sathe"
RING-SYNTH-1359,SYNTHETIC_IDENTITY_MULE_RING,USR41926 -> USR41926,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Michael Kant, Michael Kant"
RING-SYNTH-1379,SYNTHETIC_IDENTITY_MULE_RING,USR76546 -> USR76546,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Anita Bahri, Anita Bahri"
RING-SYNTH-1380,SYNTHETIC_IDENTITY_MULE_RING,USR35527 -> USR35527,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Aahana Bhatt, Aahana Bhatt"
RING-SYNTH-1381,SYNTHETIC_IDENTITY_MULE_RING,USR63107 -> USR63107,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Lipika Shenoy, Lipika Shenoy"
RING-SYNTH-1382,SYNTHETIC_IDENTITY_MULE_RING,USR55372 -> USR55372,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Charan Bali, Charan Bali"
RING-SYNTH-1401,SYNTHETIC_IDENTITY_MULE_RING,USR95939 -> USR95939,2,0.7,21260.57,"Duplicate PAN document shared across 2 customer profiles: Nathan Halder, Nathan Halder"
RING-SYNTH-1400,SYNTHETIC_IDENTITY_MULE_RING,USR27428 -> USR27428,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Bishakha Dhingra, Bishakha Dhingra"
RING-SYNTH-1399,SYNTHETIC_IDENTITY_MULE_RING,USR47945 -> USR47945,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Hemani Bhattacharyya, Hemani Bhattacharyya"
RING-SYNTH-1398,SYNTHETIC_IDENTITY_MULE_RING,USR93400 -> USR93400,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Chakradhar Kade, Chakradhar Kade"
RING-SYNTH-1397,SYNTHETIC_IDENTITY_MULE_RING,USR80626 -> USR80626,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Brijesh Patla, Brijesh Patla"
RING-SYNTH-1396,SYNTHETIC_IDENTITY_MULE_RING,USR59316 -> USR59316,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Prisha Chander, Prisha Chander"
RING-SYNTH-1395,SYNTHETIC_IDENTITY_MULE_RING,USR71504 -> USR71504,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Yug Hora, Yug Hora"
RING-SYNTH-1394,SYNTHETIC_IDENTITY_MULE_RING,USR54909 -> USR54909,2,0.7,3923.75,"Duplicate PAN document shared across 2 customer profiles: Chatresh Mahal, Chatresh Mahal"
RING-SYNTH-1393,SYNTHETIC_IDENTITY_MULE_RING,USR52451 -> USR52451,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Ekta Parikh, Ekta Parikh"
RING-SYNTH-1392,SYNTHETIC_IDENTITY_MULE_RING,USR29199 -> USR29199,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Mahika Chokshi, Mahika Chokshi"
RING-SYNTH-1391,SYNTHETIC_IDENTITY_MULE_RING,USR92307 -> USR92307,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Jagvi Naik, Jagvi Naik"
RING-SYNTH-1390,SYNTHETIC_IDENTITY_MULE_RING,USR55529 -> USR55529,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Hema Thakur, Hema Thakur"
RING-SYNTH-1389,SYNTHETIC_IDENTITY_MULE_RING,USR62367 -> USR62367,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Nilima Hora, Nilima Hora"
RING-SYNTH-1388,SYNTHETIC_IDENTITY_MULE_RING,USR18558 -> USR18558,2,0.7,7698.9,"Duplicate PAN document shared across 2 customer profiles: Zehaan D'Alia, Zehaan D'Alia"
RING-SYNTH-1387,SYNTHETIC_IDENTITY_MULE_RING,USR18596 -> USR18596,2,0.7,18428.28,"Duplicate PAN document shared across 2 customer profiles: Ekapad Dar, Ekapad Dar"
RING-SYNTH-1386,SYNTHETIC_IDENTITY_MULE_RING,USR22024 -> USR22024,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Aryan Chatterjee, Aryan Chatterjee"
RING-SYNTH-1385,SYNTHETIC_IDENTITY_MULE_RING,USR62068 -> USR62068,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Ishaan Parikh, Ishaan Parikh"
RING-SYNTH-1384,SYNTHETIC_IDENTITY_MULE_RING,USR65454 -> USR65454,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Sachi Jha, Sachi Jha"
RING-SYNTH-1383,SYNTHETIC_IDENTITY_MULE_RING,USR64431 -> USR64431,2,0.7,24117.49,"Duplicate PAN document shared across 2 customer profiles: Vinaya Thaman, Vinaya Thaman"
RING-SYNTH-1450,SYNTHETIC_IDENTITY_MULE_RING,USR79824 -> USR79824,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Patrick Saini, Patrick Saini"
RING-SYNTH-1451,SYNTHETIC_IDENTITY_MULE_RING,USR16142 -> USR16142,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Nitarabutala, Nitarabutala"
RING-SYNTH-1452,SYNTHETIC_IDENTITY_MULE_RING,USR53697 -> USR53697,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Krisha Dar, Krisha Dar"
RING-SYNTH-1511,SYNTHETIC_IDENTITY_MULE_RING,USR14425 -> USR14425,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Rajata Arora, Rajata Arora"
RING-SYNTH-1520,SYNTHETIC_IDENTITY_MULE_RING,USR51966 -> USR51966,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Pushti Sawhney, Pushti Sawhney"
RING-SYNTH-1519,SYNTHETIC_IDENTITY_MULE_RING,USR15615 -> USR15615,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Rajeshri Thaman, Rajeshri Thaman"
RING-SYNTH-1518,SYNTHETIC_IDENTITY_MULE_RING,USR19803 -> USR19803,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Warinder Magar, Warinder Magar"
RING-SYNTH-1517,SYNTHETIC_IDENTITY_MULE_RING,USR66281 -> USR66281,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Aahana Shetty, Aahana Shetty"
RING-SYNTH-1516,SYNTHETIC_IDENTITY_MULE_RING,USR94803 -> USR94803,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Libni Bahl, Libni Bahl"
RING-SYNTH-1515,SYNTHETIC_IDENTITY_MULE_RING,USR69903 -> USR69903,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Tanish Prakash, Tanish Prakash"
RING-SYNTH-1514,SYNTHETIC_IDENTITY_MULE_RING,USR94422 -> USR94422,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Umang Sarin, Umang Sarin"
RING-SYNTH-1513,SYNTHETIC_IDENTITY_MULE_RING,USR62691 -> USR62691,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Advaithchad, Advaithchad"
RING-SYNTH-1512,SYNTHETIC_IDENTITY_MULE_RING,USR84996 -> USR84996,2,0.7,7613.0,"Duplicate PAN document shared across 2 customer profiles: Chanchal Loke, Chanchal Loke"
RING-SYNTH-1510,SYNTHETIC_IDENTITY_MULE_RING,USR49956 -> USR49956,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Harrison Palla, Harrison Palla"
RING-SYNTH-1499,SYNTHETIC_IDENTITY_MULE_RING,USR90111 -> USR90111,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Petertrivedi, Petertrivedi"
RING-SYNTH-1509,SYNTHETIC_IDENTITY_MULE_RING,USR82975 -> USR82975,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Teerth Keer, Teerth Keer"
RING-SYNTH-1508,SYNTHETIC_IDENTITY_MULE_RING,USR79590 -> USR79590,2,0.7,18666.68,"Duplicate PAN document shared across 2 customer profiles: Charan Jaggi, Charan Jaggi"
RING-SYNTH-1507,SYNTHETIC_IDENTITY_MULE_RING,USR86256 -> USR86256,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Aarini Kadakia, Aarini Kadakia"
RING-SYNTH-1506,SYNTHETIC_IDENTITY_MULE_RING,USR63026 -> USR63026,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Victor Mane, Victor Mane"
RING-SYNTH-1505,SYNTHETIC_IDENTITY_MULE_RING,USR26551 -> USR26551,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Max Varughese, Max Varughese"
RING-SYNTH-1504,SYNTHETIC_IDENTITY_MULE_RING,USR10500 -> USR10500,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Aradhana Gill, Aradhana Gill"
RING-SYNTH-1503,SYNTHETIC_IDENTITY_MULE_RING,USR35377 -> USR35377,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Jatin Ahuja, Jatin Ahuja"
RING-SYNTH-1502,SYNTHETIC_IDENTITY_MULE_RING,USR51933 -> USR51933,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Zayyan Savant, Zayyan Savant"
RING-SYNTH-1501,SYNTHETIC_IDENTITY_MULE_RING,USR79491 -> USR79491,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Matthew Issac, Matthew Issac"
RING-SYNTH-1521,SYNTHETIC_IDENTITY_MULE_RING,USR30732 -> USR30732,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Zayan Grover, Zayan Grover"
RING-SYNTH-1522,SYNTHETIC_IDENTITY_MULE_RING,USR68155 -> USR68155,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Mahika Dixit, Mahika Dixit"
RING-SYNTH-1523,SYNTHETIC_IDENTITY_MULE_RING,USR57834 -> USR57834,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Damyanti Gole, Damyanti Gole"
RING-SYNTH-1524,SYNTHETIC_IDENTITY_MULE_RING,USR36612 -> USR36612,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Nihal Sarraf, Nihal Sarraf"
RING-SYNTH-1543,SYNTHETIC_IDENTITY_MULE_RING,USR49881 -> USR49881,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Neha Lanka, Neha Lanka"
RING-SYNTH-1542,SYNTHETIC_IDENTITY_MULE_RING,USR32488 -> USR32488,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Parth Acharya, Parth Acharya"
RING-SYNTH-1541,SYNTHETIC_IDENTITY_MULE_RING,USR94726 -> USR94726,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Dhriti Dhingra, Dhriti Dhingra"
RING-SYNTH-1540,SYNTHETIC_IDENTITY_MULE_RING,USR82695 -> USR82695,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Pahal Behl, Pahal Behl"
RING-SYNTH-1539,SYNTHETIC_IDENTITY_MULE_RING,USR71493 -> USR71493,2,0.7,18989.57,"Duplicate PAN document shared across 2 customer profiles: Eta Shukla, Eta Shukla"
RING-SYNTH-1538,SYNTHETIC_IDENTITY_MULE_RING,USR13993 -> USR13993,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Aachal Baral, Aachal Baral"
RING-SYNTH-1537,SYNTHETIC_IDENTITY_MULE_RING,USR25057 -> USR25057,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Triya Randhawa, Triya Randhawa"
RING-SYNTH-1536,SYNTHETIC_IDENTITY_MULE_RING,USR12146 -> USR12146,2,0.7,7358.75,"Duplicate PAN document shared across 2 customer profiles: Arya Bali, Arya Bali"
RING-SYNTH-1535,SYNTHETIC_IDENTITY_MULE_RING,USR73459 -> USR73459,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Chaaya Menon, Chaaya Menon"
RING-SYNTH-1534,SYNTHETIC_IDENTITY_MULE_RING,USR52997 -> USR52997,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Bhavna Korpal, Bhavna Korpal"
